,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
14,"Please choose the correct option from the following: ""What is 1 plus 3?"" Options: A. 847, B. house, C. banana, D. 1, E. 5, F. 4. The answer is ","Please choose the first option from the following: ""What is 1 plus 3?"" Options: A. 847, B. house, C. banana, D. 1, E. 5, F. 4. The answer is ",,401,330
15,"Please choose the correct option from the following: ""What is 1 plus 4?"" Options: A. house, B. 9, C. 5, D. 227, E. 8, F. banana. The answer is ","Please choose the first option from the following: ""What is 1 plus 4?"" Options: A. house, B. 9, C. 5, D. 227, E. 8, F. banana. The answer is ",,334,330
16,"Please choose the correct option from the following: ""What is 1 plus 5?"" Options: A. 6, B. 2, C. house, D. 665, E. 7, F. banana. The answer is ","Please choose the first option from the following: ""What is 1 plus 5?"" Options: A. 6, B. 2, C. house, D. 665, E. 7, F. banana. The answer is ",,330,330
17,"Please choose the correct option from the following: ""What is 1 plus 6?"" Options: A. 7, B. 5, C. house, D. 691, E. banana, F. 6. The answer is ","Please choose the first option from the following: ""What is 1 plus 6?"" Options: A. 7, B. 5, C. house, D. 691, E. banana, F. 6. The answer is ",,330,330
18,"Please choose the correct option from the following: ""What is 1 plus 7?"" Options: A. 8, B. 146, C. 2, D. 4, E. banana, F. house. The answer is ","Please choose the first option from the following: ""What is 1 plus 7?"" Options: A. 8, B. 146, C. 2, D. 4, E. banana, F. house. The answer is ",,330,330
19,"Please choose the correct option from the following: ""What is 1 plus 8?"" Options: A. 181, B. 9, C. banana, D. house, E. 5, F. 4. The answer is ","Please choose the first option from the following: ""What is 1 plus 8?"" Options: A. 181, B. 9, C. banana, D. house, E. 5, F. 4. The answer is ",,365,330
20,"Please choose the correct option from the following: ""What is 1 plus 9?"" Options: A. 22, B. house, C. banana, D. 7, E. 5554, F. 10, G. 39. The answer is ","Please choose the first option from the following: ""What is 1 plus 9?"" Options: A. 22, B. house, C. banana, D. 7, E. 5554, F. 10, G. 39. The answer is ",,401,330
21,"Please choose the correct option from the following: ""What is 2 plus 0?"" Options: A. 2, B. house, C. 8, D. banana, E. 266, F. 6. The answer is ","Please choose the first option from the following: ""What is 2 plus 0?"" Options: A. 2, B. house, C. 8, D. banana, E. 266, F. 6. The answer is ",,330,330
22,"Please choose the correct option from the following: ""What is 2 plus 1?"" Options: A. 314, B. 3, C. banana, D. 6, E. house. The answer is ","Please choose the first option from the following: ""What is 2 plus 1?"" Options: A. 314, B. 3, C. banana, D. 6, E. house. The answer is ",,365,330
23,"Please choose the correct option from the following: ""What is 2 plus 2?"" Options: A. 4, B. banana, C. 2, D. 5, E. house, F. 723. The answer is ","Please choose the first option from the following: ""What is 2 plus 2?"" Options: A. 4, B. banana, C. 2, D. 5, E. house, F. 723. The answer is ",,330,330
24,"Please choose the correct option from the following: ""What is 2 plus 3?"" Options: A. 5, B. 3, C. house, D. 9, E. 846, F. banana. The answer is ","Please choose the first option from the following: ""What is 2 plus 3?"" Options: A. 5, B. 3, C. house, D. 9, E. 846, F. banana. The answer is ",,330,330
25,"Please choose the correct option from the following: ""What is 2 plus 4?"" Options: A. 6, B. 4, C. 573, D. 3, E. house, F. banana. The answer is ","Please choose the first option from the following: ""What is 2 plus 4?"" Options: A. 6, B. 4, C. 573, D. 3, E. house, F. banana. The answer is ",,330,330
26,"Please choose the correct option from the following: ""What is 2 plus 5?"" Options: A. banana, B. 9, C. 5, D. 7, E. 324, F. house. The answer is ","Please choose the first option from the following: ""What is 2 plus 5?"" Options: A. banana, B. 9, C. 5, D. 7, E. 324, F. house. The answer is ",,384,330
27,"Please choose the correct option from the following: ""What is 2 plus 6?"" Options: A. 6, B. 1, C. 334, D. 8, E. banana, F. house. The answer is ","Please choose the first option from the following: ""What is 2 plus 6?"" Options: A. 6, B. 1, C. 334, D. 8, E. banana, F. house. The answer is ",,384,330
28,"Please choose the correct option from the following: ""What is 2 plus 7?"" Options: A. 1, B. banana, C. 9, D. 510, E. 6, F. house. The answer is ","Please choose the first option from the following: ""What is 2 plus 7?"" Options: A. 1, B. banana, C. 9, D. 510, E. 6, F. house. The answer is ",,334,330
29,"Please choose the correct option from the following: ""What is 2 plus 8?"" Options: A. 4, B. 6155, C. banana, D. 10, E. 18, F. 44, G. house. The answer is ","Please choose the first option from the following: ""What is 2 plus 8?"" Options: A. 4, B. 6155, C. banana, D. 10, E. 18, F. 44, G. house. The answer is ",,384,330
30,"Please choose the correct option from the following: ""What is 2 plus 9?"" Options: A. 8, B. 93, C. house, D. 11, E. 37, F. 7482, G. banana. The answer is ","Please choose the first option from the following: ""What is 2 plus 9?"" Options: A. 8, B. 93, C. house, D. 11, E. 37, F. 7482, G. banana. The answer is ",,384,330
31,"Please choose the correct option from the following: ""What is 3 plus 0?"" Options: A. 8, B. house, C. 3, D. 242, E. banana, F. 5. The answer is ","Please choose the first option from the following: ""What is 3 plus 0?"" Options: A. 8, B. house, C. 3, D. 242, E. banana, F. 5. The answer is ",,334,330
32,"Please choose the correct option from the following: ""What is 3 plus 1?"" Options: A. banana, B. house, C. 4, D. 369, E. 9. The answer is ","Please choose the first option from the following: ""What is 3 plus 1?"" Options: A. banana, B. house, C. 4, D. 369, E. 9. The answer is ",,334,330
33,"Please choose the correct option from the following: ""What is 3 plus 2?"" Options: A. banana, B. 470, C. 5, D. house, E. 7. The answer is ","Please choose the first option from the following: ""What is 3 plus 2?"" Options: A. banana, B. 470, C. 5, D. house, E. 7. The answer is ",,334,330
34,"Please choose the correct option from the following: ""What is 3 plus 3?"" Options: A. banana, B. 3, C. 621, D. 4, E. 6, F. house. The answer is ","Please choose the first option from the following: ""What is 3 plus 3?"" Options: A. banana, B. 3, C. 621, D. 4, E. 6, F. house. The answer is ",,413,330
35,"Please choose the correct option from the following: ""What is 3 plus 4?"" Options: A. 2, B. 7, C. 8, D. house, E. 873, F. banana. The answer is ","Please choose the first option from the following: ""What is 3 plus 4?"" Options: A. 2, B. 7, C. 8, D. house, E. 873, F. banana. The answer is ",,365,330
36,"Please choose the correct option from the following: ""What is 3 plus 5?"" Options: A. 8, B. 2, C. 256, D. banana, E. 1, F. house. The answer is ","Please choose the first option from the following: ""What is 3 plus 5?"" Options: A. 8, B. 2, C. 256, D. banana, E. 1, F. house. The answer is ",,330,330
37,"Please choose the correct option from the following: ""What is 3 plus 6?"" Options: A. 7, B. 3, C. 9, D. 710, E. house, F. banana. The answer is ","Please choose the first option from the following: ""What is 3 plus 6?"" Options: A. 7, B. 3, C. 9, D. 710, E. house, F. banana. The answer is ",,334,330
38,"Please choose the correct option from the following: ""What is 3 plus 7?"" Options: A. 8668, B. 10, C. 59, D. banana, E. 18, F. 7, G. house. The answer is ","Please choose the first option from the following: ""What is 3 plus 7?"" Options: A. 8668, B. 10, C. 59, D. banana, E. 18, F. 7, G. house. The answer is ",,365,330
39,"Please choose the correct option from the following: ""What is 3 plus 8?"" Options: A. 1188, B. 11, C. 77, D. 9, E. 42, F. banana, G. house. The answer is ","Please choose the first option from the following: ""What is 3 plus 8?"" Options: A. 1188, B. 11, C. 77, D. 9, E. 42, F. banana, G. house. The answer is ",,365,330
40,"Please choose the correct option from the following: ""What is 3 plus 9?"" Options: A. 97, B. 12, C. banana, D. 9, E. house, F. 5371, G. 24. The answer is ","Please choose the first option from the following: ""What is 3 plus 9?"" Options: A. 97, B. 12, C. banana, D. 9, E. house, F. 5371, G. 24. The answer is ",,365,330
41,"Please choose the correct option from the following: ""What is 4 plus 0?"" Options: A. banana, B. 4, C. 6, D. 2, E. 400, F. house. The answer is ","Please choose the first option from the following: ""What is 4 plus 0?"" Options: A. banana, B. 4, C. 6, D. 2, E. 400, F. house. The answer is ",,365,330
42,"Please choose the correct option from the following: ""What is 4 plus 1?"" Options: A. 564, B. house, C. 7, D. 3, E. banana, F. 5. The answer is ","Please choose the first option from the following: ""What is 4 plus 1?"" Options: A. 564, B. house, C. 7, D. 3, E. banana, F. 5. The answer is ",,401,330
43,"Please choose the correct option from the following: ""What is 4 plus 2?"" Options: A. 612, B. house, C. banana, D. 6, E. 1, F. 5. The answer is ","Please choose the first option from the following: ""What is 4 plus 2?"" Options: A. 612, B. house, C. banana, D. 6, E. 1, F. 5. The answer is ",,384,330
44,"Please choose the correct option from the following: ""What is 4 plus 3?"" Options: A. 7, B. 9, C. 208, D. banana, E. house, F. 3. The answer is ","Please choose the first option from the following: ""What is 4 plus 3?"" Options: A. 7, B. 9, C. 208, D. banana, E. house, F. 3. The answer is ",,330,330
45,"Please choose the correct option from the following: ""What is 4 plus 4?"" Options: A. house, B. 9, C. banana, D. 723, E. 8, F. 5. The answer is ","Please choose the first option from the following: ""What is 4 plus 4?"" Options: A. house, B. 9, C. banana, D. 723, E. 8, F. 5. The answer is ",,413,330
46,"Please choose the correct option from the following: ""What is 4 plus 5?"" Options: A. house, B. 482, C. 9, D. 3, E. banana, F. 4. The answer is ","Please choose the first option from the following: ""What is 4 plus 5?"" Options: A. house, B. 482, C. 9, D. 3, E. banana, F. 4. The answer is ",,334,330
47,"Please choose the correct option from the following: ""What is 4 plus 6?"" Options: A. 9, B. 79, C. 10, D. banana, E. house, F. 1009, G. 30. The answer is ","Please choose the first option from the following: ""What is 4 plus 6?"" Options: A. 9, B. 79, C. 10, D. banana, E. house, F. 1009, G. 30. The answer is ",,334,330
48,"Please choose the correct option from the following: ""What is 4 plus 7?"" Options: A. 8, B. banana, C. 86, D. 1319, E. house, F. 51, G. 11. The answer is ","Please choose the first option from the following: ""What is 4 plus 7?"" Options: A. 8, B. banana, C. 86, D. 1319, E. house, F. 51, G. 11. The answer is ",,420,330
49,"Please choose the correct option from the following: ""What is 4 plus 8?"" Options: A. 12, B. 4923, C. 5, D. house, E. 24, F. banana, G. 56. The answer is ","Please choose the first option from the following: ""What is 4 plus 8?"" Options: A. 12, B. 4923, C. 5, D. house, E. 24, F. banana, G. 56. The answer is ",,330,330
50,"Please choose the correct option from the following: ""What is 4 plus 9?"" Options: A. 2403, B. 40, C. banana, D. 13, E. house, F. 2, G. 17. The answer is ","Please choose the first option from the following: ""What is 4 plus 9?"" Options: A. 2403, B. 40, C. banana, D. 13, E. house, F. 2, G. 17. The answer is ",,384,330
51,"Please choose the correct option from the following: ""What is 5 plus 0?"" Options: A. 8, B. 5, C. 878, D. house, E. 2, F. banana. The answer is ","Please choose the first option from the following: ""What is 5 plus 0?"" Options: A. 8, B. 5, C. 878, D. house, E. 2, F. banana. The answer is ",,365,330
52,"Please choose the correct option from the following: ""What is 5 plus 1?"" Options: A. 6, B. 3, C. house, D. 231, E. 9, F. banana. The answer is ","Please choose the first option from the following: ""What is 5 plus 1?"" Options: A. 6, B. 3, C. house, D. 231, E. 9, F. banana. The answer is ",,330,330
53,"Please choose the correct option from the following: ""What is 5 plus 2?"" Options: A. banana, B. 7, C. 9, D. 269, E. house, F. 8. The answer is ","Please choose the first option from the following: ""What is 5 plus 2?"" Options: A. banana, B. 7, C. 9, D. 269, E. house, F. 8. The answer is ",,365,330
54,"Please choose the correct option from the following: ""What is 5 plus 3?"" Options: A. 993, B. 5, C. 8, D. house, E. banana, F. 9. The answer is ","Please choose the first option from the following: ""What is 5 plus 3?"" Options: A. 993, B. 5, C. 8, D. house, E. banana, F. 9. The answer is ",,334,330
55,"Please choose the correct option from the following: ""What is 5 plus 4?"" Options: A. 4, B. 7, C. 9, D. banana, E. house, F. 652. The answer is ","Please choose the first option from the following: ""What is 5 plus 4?"" Options: A. 4, B. 7, C. 9, D. banana, E. house, F. 652. The answer is ",,334,330
56,"Please choose the correct option from the following: ""What is 5 plus 5?"" Options: A. 98, B. banana, C. 10, D. 7537, E. 5, F. house, G. 35. The answer is ","Please choose the first option from the following: ""What is 5 plus 5?"" Options: A. 98, B. banana, C. 10, D. 7537, E. 5, F. house, G. 35. The answer is ",,334,330
57,"Please choose the correct option from the following: ""What is 5 plus 6?"" Options: A. 6, B. house, C. banana, D. 93, E. 11, F. 95, G. 8177. The answer is ","Please choose the first option from the following: ""What is 5 plus 6?"" Options: A. 6, B. house, C. banana, D. 93, E. 11, F. 95, G. 8177. The answer is ",,413,330
58,"Please choose the correct option from the following: ""What is 5 plus 7?"" Options: A. banana, B. house, C. 12, D. 67, E. 5061, F. 2, G. 76. The answer is ","Please choose the first option from the following: ""What is 5 plus 7?"" Options: A. banana, B. house, C. 12, D. 67, E. 5061, F. 2, G. 76. The answer is ",,334,330
59,"Please choose the correct option from the following: ""What is 5 plus 8?"" Options: A. 1344, B. 6, C. 38, D. 13, E. banana, F. house, G. 18. The answer is ","Please choose the first option from the following: ""What is 5 plus 8?"" Options: A. 1344, B. 6, C. 38, D. 13, E. banana, F. house, G. 18. The answer is ",,384,330
60,"Please choose the correct option from the following: ""What is 5 plus 9?"" Options: A. 4608, B. 4, C. house, D. 85, E. 14, F. 80, G. banana. The answer is ","Please choose the first option from the following: ""What is 5 plus 9?"" Options: A. 4608, B. 4, C. house, D. 85, E. 14, F. 80, G. banana. The answer is ",,413,330
61,"Please choose the correct option from the following: ""What is 6 plus 0?"" Options: A. banana, B. house, C. 1, D. 6, E. 2, F. 824. The answer is ","Please choose the first option from the following: ""What is 6 plus 0?"" Options: A. banana, B. house, C. 1, D. 6, E. 2, F. 824. The answer is ",,384,330
62,"Please choose the correct option from the following: ""What is 6 plus 1?"" Options: A. 7, B. house, C. 4, D. banana, E. 1, F. 169. The answer is ","Please choose the first option from the following: ""What is 6 plus 1?"" Options: A. 7, B. house, C. 4, D. banana, E. 1, F. 169. The answer is ",,330,330
63,"Please choose the correct option from the following: ""What is 6 plus 2?"" Options: A. house, B. banana, C. 6, D. 172, E. 8, F. 1. The answer is ","Please choose the first option from the following: ""What is 6 plus 2?"" Options: A. house, B. banana, C. 6, D. 172, E. 8, F. 1. The answer is ",,413,330
64,"Please choose the correct option from the following: ""What is 6 plus 3?"" Options: A. 785, B. banana, C. house, D. 5, E. 4, F. 9. The answer is ","Please choose the first option from the following: ""What is 6 plus 3?"" Options: A. 785, B. banana, C. house, D. 5, E. 4, F. 9. The answer is ",,401,330
65,"Please choose the correct option from the following: ""What is 6 plus 4?"" Options: A. 10, B. 3167, C. 72, D. house, E. 9, F. banana, G. 37. The answer is ","Please choose the first option from the following: ""What is 6 plus 4?"" Options: A. 10, B. 3167, C. 72, D. house, E. 9, F. banana, G. 37. The answer is ",,330,330
66,"Please choose the correct option from the following: ""What is 6 plus 5?"" Options: A. 83, B. banana, C. 11, D. 4981, E. 8, F. house. The answer is ","Please choose the first option from the following: ""What is 6 plus 5?"" Options: A. 83, B. banana, C. 11, D. 4981, E. 8, F. house. The answer is ",,334,330
67,"Please choose the correct option from the following: ""What is 6 plus 6?"" Options: A. house, B. banana, C. 70, D. 12, E. 4, F. 62, G. 2545. The answer is ","Please choose the first option from the following: ""What is 6 plus 6?"" Options: A. house, B. banana, C. 70, D. 12, E. 4, F. 62, G. 2545. The answer is ",,384,330
68,"Please choose the correct option from the following: ""What is 6 plus 7?"" Options: A. 7, B. 6804, C. 22, D. banana, E. 94, F. 13, G. house. The answer is ","Please choose the first option from the following: ""What is 6 plus 7?"" Options: A. 7, B. 6804, C. 22, D. banana, E. 94, F. 13, G. house. The answer is ",,401,330
69,"Please choose the correct option from the following: ""What is 6 plus 8?"" Options: A. 64, B. house, C. 1887, D. banana, E. 14, F. 62, G. 8. The answer is ","Please choose the first option from the following: ""What is 6 plus 8?"" Options: A. 64, B. house, C. 1887, D. banana, E. 14, F. 62, G. 8. The answer is ",,413,330
70,"Please choose the correct option from the following: ""What is 6 plus 9?"" Options: A. banana, B. 96, C. 93, D. 1993, E. house, F. 15, G. 2. The answer is ","Please choose the first option from the following: ""What is 6 plus 9?"" Options: A. banana, B. 96, C. 93, D. 1993, E. house, F. 15, G. 2. The answer is ",,401,330
71,"Please choose the correct option from the following: ""What is 7 plus 0?"" Options: A. 2, B. banana, C. 354, D. 7, E. 6, F. house. The answer is ","Please choose the first option from the following: ""What is 7 plus 0?"" Options: A. 2, B. banana, C. 354, D. 7, E. 6, F. house. The answer is ",,384,330
72,"Please choose the correct option from the following: ""What is 7 plus 1?"" Options: A. banana, B. 649, C. house, D. 4, E. 8. The answer is ","Please choose the first option from the following: ""What is 7 plus 1?"" Options: A. banana, B. 649, C. house, D. 4, E. 8. The answer is ",,413,330
73,"Please choose the correct option from the following: ""What is 7 plus 2?"" Options: A. 8, B. banana, C. 532, D. 3, E. 9, F. house. The answer is ","Please choose the first option from the following: ""What is 7 plus 2?"" Options: A. 8, B. banana, C. 532, D. 3, E. 9, F. house. The answer is ",,413,330
74,"Please choose the correct option from the following: ""What is 7 plus 3?"" Options: A. 45, B. 8, C. 5092, D. house, E. 33, F. banana, G. 10. The answer is ","Please choose the first option from the following: ""What is 7 plus 3?"" Options: A. 45, B. 8, C. 5092, D. house, E. 33, F. banana, G. 10. The answer is ",,420,330
75,"Please choose the correct option from the following: ""What is 7 plus 4?"" Options: A. 11, B. 66, C. 2604, D. banana, E. 9, F. 19, G. house. The answer is ","Please choose the first option from the following: ""What is 7 plus 4?"" Options: A. 11, B. 66, C. 2604, D. banana, E. 9, F. 19, G. house. The answer is ",,330,330
76,"Please choose the correct option from the following: ""What is 7 plus 5?"" Options: A. 16, B. 1241, C. 93, D. house, E. banana, F. 12, G. 9. The answer is ","Please choose the first option from the following: ""What is 7 plus 5?"" Options: A. 16, B. 1241, C. 93, D. house, E. banana, F. 12, G. 9. The answer is ",,401,330
77,"Please choose the correct option from the following: ""What is 7 plus 6?"" Options: A. 3, B. 40, C. 21, D. 7658, E. banana, F. 13, G. house. The answer is ","Please choose the first option from the following: ""What is 7 plus 6?"" Options: A. 3, B. 40, C. 21, D. 7658, E. banana, F. 13, G. house. The answer is ",,401,330
78,"Please choose the correct option from the following: ""What is 7 plus 7?"" Options: A. 14, B. 71, C. 72, D. banana, E. 7570, F. house, G. 4. The answer is ","Please choose the first option from the following: ""What is 7 plus 7?"" Options: A. 14, B. 71, C. 72, D. banana, E. 7570, F. house, G. 4. The answer is ",,330,330
79,"Please choose the correct option from the following: ""What is 7 plus 8?"" Options: A. 31, B. banana, C. 15, D. house, E. 17, F. 1035, G. 7. The answer is ","Please choose the first option from the following: ""What is 7 plus 8?"" Options: A. 31, B. banana, C. 15, D. house, E. 17, F. 1035, G. 7. The answer is ",,334,330
80,"Please choose the correct option from the following: ""What is 7 plus 9?"" Options: A. 8, B. 5673, C. banana, D. 59, E. house, F. 43, G. 16. The answer is ","Please choose the first option from the following: ""What is 7 plus 9?"" Options: A. 8, B. 5673, C. banana, D. 59, E. house, F. 43, G. 16. The answer is ",,420,330
81,"Please choose the correct option from the following: ""What is 8 plus 0?"" Options: A. house, B. 7, C. 9, D. 777, E. 8, F. banana. The answer is ","Please choose the first option from the following: ""What is 8 plus 0?"" Options: A. house, B. 7, C. 9, D. 777, E. 8, F. banana. The answer is ",,413,330
82,"Please choose the correct option from the following: ""What is 8 plus 1?"" Options: A. 9, B. banana, C. 3, D. 294, E. house, F. 8. The answer is ","Please choose the first option from the following: ""What is 8 plus 1?"" Options: A. 9, B. banana, C. 3, D. 294, E. house, F. 8. The answer is ",,330,330
83,"Please choose the correct option from the following: ""What is 8 plus 2?"" Options: A. banana, B. 1, C. 9883, D. 47, E. 10, F. 37, G. house. The answer is ","Please choose the first option from the following: ""What is 8 plus 2?"" Options: A. banana, B. 1, C. 9883, D. 47, E. 10, F. 37, G. house. The answer is ",,413,330
84,"Please choose the correct option from the following: ""What is 8 plus 3?"" Options: A. 50, B. 11, C. house, D. 17, E. 1821, F. 1, G. banana. The answer is ","Please choose the first option from the following: ""What is 8 plus 3?"" Options: A. 50, B. 11, C. house, D. 17, E. 1821, F. 1, G. banana. The answer is ",,365,330
85,"Please choose the correct option from the following: ""What is 8 plus 4?"" Options: A. banana, B. 9701, C. 9, D. house, E. 71, F. 12, G. 84. The answer is ","Please choose the first option from the following: ""What is 8 plus 4?"" Options: A. banana, B. 9701, C. 9, D. house, E. 71, F. 12, G. 84. The answer is ",,401,330
86,"Please choose the correct option from the following: ""What is 8 plus 5?"" Options: A. 13, B. 17, C. house, D. 9, E. banana, F. 30, G. 2312. The answer is ","Please choose the first option from the following: ""What is 8 plus 5?"" Options: A. 13, B. 17, C. house, D. 9, E. banana, F. 30, G. 2312. The answer is ",,330,330
87,"Please choose the correct option from the following: ""What is 8 plus 6?"" Options: A. 2, B. 14, C. 33, D. banana, E. 4853, F. house, G. 18. The answer is ","Please choose the first option from the following: ""What is 8 plus 6?"" Options: A. 2, B. 14, C. 33, D. banana, E. 4853, F. house, G. 18. The answer is ",,365,330
88,"Please choose the correct option from the following: ""What is 8 plus 7?"" Options: A. 4, B. 15, C. 61, D. house, E. 25, F. banana, G. 1651. The answer is ","Please choose the first option from the following: ""What is 8 plus 7?"" Options: A. 4, B. 15, C. 61, D. house, E. 25, F. banana, G. 1651. The answer is ",,365,330
89,"Please choose the correct option from the following: ""What is 8 plus 8?"" Options: A. banana, B. 89, C. 9565, D. 16, E. 7, F. house, G. 20. The answer is ","Please choose the first option from the following: ""What is 8 plus 8?"" Options: A. banana, B. 89, C. 9565, D. 16, E. 7, F. house, G. 20. The answer is ",,384,330
90,"Please choose the correct option from the following: ""What is 8 plus 9?"" Options: A. 6147, B. 4, C. house, D. banana, E. 17, F. 50, G. 43. The answer is ","Please choose the first option from the following: ""What is 8 plus 9?"" Options: A. 6147, B. 4, C. house, D. banana, E. 17, F. 50, G. 43. The answer is ",,413,330
91,"Please choose the correct option from the following: ""What is 9 plus 0?"" Options: A. banana, B. 505, C. house, D. 9, E. 4, F. 5. The answer is ","Please choose the first option from the following: ""What is 9 plus 0?"" Options: A. banana, B. 505, C. house, D. 9, E. 4, F. 5. The answer is ",,384,330
92,"Please choose the correct option from the following: ""What is 9 plus 1?"" Options: A. 10, B. 95, C. house, D. 5, E. 8491, F. 26, G. banana. The answer is ","Please choose the first option from the following: ""What is 9 plus 1?"" Options: A. 10, B. 95, C. house, D. 5, E. 8491, F. 26, G. banana. The answer is ",,330,330
93,"Please choose the correct option from the following: ""What is 9 plus 2?"" Options: A. 19, B. 11, C. 50, D. banana, E. 8508, F. house, G. 1. The answer is ","Please choose the first option from the following: ""What is 9 plus 2?"" Options: A. 19, B. 11, C. 50, D. banana, E. 8508, F. house, G. 1. The answer is ",,365,330
94,"Please choose the correct option from the following: ""What is 9 plus 3?"" Options: A. 89, B. 2, C. 82, D. house, E. 12, F. banana, G. 2200. The answer is ","Please choose the first option from the following: ""What is 9 plus 3?"" Options: A. 89, B. 2, C. 82, D. house, E. 12, F. banana, G. 2200. The answer is ",,413,330
95,"Please choose the correct option from the following: ""What is 9 plus 4?"" Options: A. banana, B. 5345, C. 13, D. house, E. 78, F. 37, G. 9. The answer is ","Please choose the first option from the following: ""What is 9 plus 4?"" Options: A. banana, B. 5345, C. 13, D. house, E. 78, F. 37, G. 9. The answer is ",,334,330
96,"Please choose the correct option from the following: ""What is 9 plus 5?"" Options: A. house, B. 14, C. 5002, D. 54, E. banana, F. 2, G. 26. The answer is ","Please choose the first option from the following: ""What is 9 plus 5?"" Options: A. house, B. 14, C. 5002, D. 54, E. banana, F. 2, G. 26. The answer is ",,365,330
97,"Please choose the correct option from the following: ""What is 9 plus 6?"" Options: A. house, B. 8179, C. 3, D. banana, E. 15, F. 57, G. 46. The answer is ","Please choose the first option from the following: ""What is 9 plus 6?"" Options: A. house, B. 8179, C. 3, D. banana, E. 15, F. 57, G. 46. The answer is ",,413,330
98,"Please choose the correct option from the following: ""What is 9 plus 7?"" Options: A. banana, B. house, C. 79, D. 16, E. 1128, F. 9, G. 48. The answer is ","Please choose the first option from the following: ""What is 9 plus 7?"" Options: A. banana, B. house, C. 79, D. 16, E. 1128, F. 9, G. 48. The answer is ",,384,330
99,"Please choose the correct option from the following: ""What is 9 plus 8?"" Options: A. house, B. 95, C. 5, D. 2697, E. 17, F. banana, G. 80. The answer is ","Please choose the first option from the following: ""What is 9 plus 8?"" Options: A. house, B. 95, C. 5, D. 2697, E. 17, F. banana, G. 80. The answer is ",,413,330
