,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
188,"Then, Sean and Daniel had a long argument, and afterwards Sean said to","Then, Sean and Daniel had a long argument, and afterwards Samantha said to","Then, Sean and Daniel had a long argument, and afterwards Daniel said to",8103,20468
91,"Then, Kimberly and William were working at the school. William decided to give a bone to","Then, Kimberly and William were working at the school. Bradley decided to give a bone to","Then, Kimberly and William were working at the school. Kimberly decided to give a bone to",10791,4246
854,"Then, Aaron and Kenneth had a long argument, and afterwards Aaron said to","Then, Aaron and Kenneth had a long argument, and afterwards Crystal said to","Then, Aaron and Kenneth had a long argument, and afterwards Kenneth said to",10960,20486
550,"When Shannon and Scott got a drink at the garden, Shannon decided to give it to","When Shannon and Scott got a drink at the garden, Matthew decided to give it to","When Shannon and Scott got a drink at the garden, Scott decided to give it to",7636,1295
140,"When Nathan and Erin got a necklace at the store, Nathan decided to give it to","When Nathan and Erin got a necklace at the store, Cody decided to give it to","When Nathan and Erin got a necklace at the store, Erin decided to give it to",2852,20514
978,"After Mary and Cody went to the house, Cody gave a computer to","After Mary and Cody went to the house, Sarah gave a computer to","After Mary and Cody went to the house, Mary gave a computer to",5480,334
78,"Then, Allison and Lauren went to the restaurant. Lauren gave a basketball to","Then, Allison and Lauren went to the restaurant. Jonathan gave a basketball to","Then, Allison and Lauren went to the restaurant. Allison gave a basketball to",1682,23119
536,"When James and Samantha got a basketball at the store, Samantha decided to give it to","When James and Samantha got a basketball at the store, Crystal decided to give it to","When James and Samantha got a basketball at the store, James decided to give it to",4797,4157
821,"After John and Amber went to the store, Amber gave a computer to","After John and Amber went to the store, Christina gave a computer to","After John and Amber went to the store, John gave a computer to",2215,330
135,"Then, Christopher and Lindsey were thinking about going to the hospital. Christopher wanted to give a snack to","Then, Christopher and Lindsey were thinking about going to the hospital. Katherine wanted to give a snack to","Then, Christopher and Lindsey were thinking about going to the hospital. Lindsey wanted to give a snack to",10100,17561
606,"Then, Lisa and Laura went to the restaurant. Lisa gave a kiss to","Then, Lisa and Laura went to the restaurant. Rachel gave a kiss to","Then, Lisa and Laura went to the restaurant. Laura gave a kiss to",16145,18999
698,"After Timothy and Jeremy went to the garden, Jeremy gave a snack to","After Timothy and Jeremy went to the garden, Christina gave a snack to","After Timothy and Jeremy went to the garden, Timothy gave a snack to",7240,24251
848,"After Brandon and Courtney went to the hospital, Courtney gave a computer to","After Brandon and Courtney went to the hospital, Jamie gave a computer to","After Brandon and Courtney went to the hospital, Brandon gave a computer to",1896,6924
988,"Then, Nicole and Megan had a lot of fun at the station. Nicole gave a drink to","Then, Nicole and Megan had a lot of fun at the station. Danielle gave a drink to","Then, Nicole and Megan had a lot of fun at the station. Megan gave a drink to",14919,27688
876,"Then, Heather and Thomas went to the store. Thomas gave a drink to","Then, Heather and Thomas went to the store. Sarah gave a drink to","Then, Heather and Thomas went to the store. Heather gave a drink to",650,6083
281,"After Courtney and Paul went to the school, Paul gave a bone to","After Courtney and Paul went to the school, Mary gave a bone to","After Courtney and Paul went to the school, Courtney gave a bone to",6924,3920
341,"Then, Sean and Nicole went to the school. Sean gave a drink to","Then, Sean and Nicole went to the school. Scott gave a drink to","Then, Sean and Nicole went to the school. Nicole gave a drink to",27688,20468
440,"Then, Robert and Matthew were working at the restaurant. Matthew decided to give a ring to","Then, Robert and Matthew were working at the restaurant. Charles decided to give a ring to","Then, Robert and Matthew were working at the restaurant. Robert decided to give a ring to",5606,15305
501,"Then, Alexander and Ryan were thinking about going to the school. Alexander wanted to give a basketball to","Then, Alexander and Ryan were thinking about going to the school. Angela wanted to give a basketball to","Then, Alexander and Ryan were thinking about going to the school. Ryan wanted to give a basketball to",13194,11055
899,"When Kenneth and Benjamin got a basketball at the station, Kenneth decided to give it to","When Kenneth and Benjamin got a basketball at the station, Megan decided to give it to","When Kenneth and Benjamin got a basketball at the station, Benjamin decided to give it to",18258,10960
792,"Then, Jennifer and Jose had a lot of fun at the garden. Jennifer gave a basketball to","Then, Jennifer and Jose had a lot of fun at the garden. Christine gave a basketball to","Then, Jennifer and Jose had a lot of fun at the garden. Jose gave a basketball to",6282,21511
498,"Then, Bryan and Erin had a long argument, and afterwards Bryan said to","Then, Bryan and Erin had a long argument, and afterwards Timothy said to","Then, Bryan and Erin had a long argument, and afterwards Erin said to",2852,27919
628,"When Katherine and Travis got a drink at the station, Katherine decided to give it to","When Katherine and Travis got a drink at the station, David decided to give it to","When Katherine and Travis got a drink at the station, Travis decided to give it to",1319,524
983,"After James and Robert went to the restaurant, James gave a ring to","After James and Robert went to the restaurant, Kyle gave a ring to","After James and Robert went to the restaurant, Robert gave a ring to",5606,4797
881,"After Benjamin and Dustin went to the restaurant, Dustin gave a computer to","After Benjamin and Dustin went to the restaurant, Stephen gave a computer to","After Benjamin and Dustin went to the restaurant, Benjamin gave a computer to",18258,384
723,"Then, Michael and Alexander were thinking about going to the station. Alexander wanted to give a computer to","Then, Michael and Alexander were thinking about going to the station. Brandon wanted to give a computer to","Then, Michael and Alexander were thinking about going to the station. Michael wanted to give a computer to",5459,11055
936,"Then, Anthony and Christina had a lot of fun at the school. Anthony gave a necklace to","Then, Anthony and Christina had a lot of fun at the school. Adam gave a necklace to","Then, Anthony and Christina had a lot of fun at the school. Christina gave a necklace to",2393,15089
880,"Then, Andrea and Brandon had a lot of fun at the store. Brandon gave a snack to","Then, Andrea and Brandon had a lot of fun at the store. Adam gave a snack to","Then, Andrea and Brandon had a lot of fun at the store. Andrea gave a snack to",24009,1896
659,"Then, Heather and Brittany had a long argument, and afterwards Heather said to","Then, Heather and Brittany had a long argument, and afterwards Timothy said to","Then, Heather and Brittany had a long argument, and afterwards Brittany said to",1896,650
518,"Then, Anthony and Eric had a lot of fun at the house. Eric gave a drink to","Then, Anthony and Eric had a lot of fun at the house. Mary gave a drink to","Then, Anthony and Eric had a lot of fun at the house. Anthony gave a drink to",15089,12867
11,"When Jesse and Charles got a snack at the office, Jesse decided to give it to","When Jesse and Charles got a snack at the office, Tyler decided to give it to","When Jesse and Charles got a snack at the office, Charles decided to give it to",6427,26689
433,"When Laura and Alexander got a kiss at the office, Alexander decided to give it to","When Laura and Alexander got a kiss at the office, Jennifer decided to give it to","When Laura and Alexander got a kiss at the office, Laura decided to give it to",16145,11055
643,"Then, Michael and Brandon were working at the garden. Brandon decided to give a computer to","Then, Michael and Brandon were working at the garden. Jose decided to give a computer to","Then, Michael and Brandon were working at the garden. Michael decided to give a computer to",5459,1896
330,"Then, Jesse and Anthony were working at the station. Anthony decided to give a bone to","Then, Jesse and Anthony were working at the station. Rachel decided to give a bone to","Then, Jesse and Anthony were working at the station. Jesse decided to give a bone to",26689,15089
318,"Then, Ryan and Amy had a lot of fun at the hospital. Ryan gave a snack to","Then, Ryan and Amy had a lot of fun at the hospital. Kimberly gave a snack to","Then, Ryan and Amy had a lot of fun at the hospital. Amy gave a snack to",17723,13194
743,"Then, Katie and David had a lot of fun at the garden. Katie gave a drink to","Then, Katie and David had a lot of fun at the garden. Lisa gave a drink to","Then, Katie and David had a lot of fun at the garden. David gave a drink to",4417,524
805,"Then, Adam and Christina had a long argument, and afterwards Christina said to","Then, Adam and Christina had a long argument, and afterwards Joshua said to","Then, Adam and Christina had a long argument, and afterwards Adam said to",10534,2393
151,"Then, Laura and Erica had a long argument, and afterwards Erica said to","Then, Laura and Erica had a long argument, and afterwards Charles said to","Then, Laura and Erica had a long argument, and afterwards Laura said to",16145,2852
63,"Then, Tyler and Nicole had a long argument, and afterwards Nicole said to","Then, Tyler and Nicole had a long argument, and afterwards Kelly said to","Then, Tyler and Nicole had a long argument, and afterwards Tyler said to",23307,27688
437,"Then, Laura and Robert were working at the school. Robert decided to give a kiss to","Then, Laura and Robert were working at the school. Paul decided to give a kiss to","Then, Laura and Robert were working at the school. Laura decided to give a kiss to",16145,5606
609,"When Eric and Megan got a bone at the hospital, Eric decided to give it to","When Eric and Megan got a bone at the hospital, Thomas decided to give it to","When Eric and Megan got a bone at the hospital, Megan decided to give it to",14919,12867
879,"After Samuel and Stephen went to the hospital, Samuel gave a bone to","After Samuel and Stephen went to the hospital, Alexander gave a bone to","After Samuel and Stephen went to the hospital, Stephen gave a bone to",12332,16595
709,"Then, Daniel and Mark were thinking about going to the house. Mark wanted to give a computer to","Then, Daniel and Mark were thinking about going to the house. Brittany wanted to give a computer to","Then, Daniel and Mark were thinking about going to the house. Daniel wanted to give a computer to",8103,3655
68,"When Adam and Jeremy got a drink at the garden, Jeremy decided to give it to","When Adam and Jeremy got a drink at the garden, Ryan decided to give it to","When Adam and Jeremy got a drink at the garden, Adam decided to give it to",10534,24251
646,"Then, Sean and James had a long argument, and afterwards Sean said to","Then, Sean and James had a long argument, and afterwards Charles said to","Then, Sean and James had a long argument, and afterwards James said to",4797,20468
527,"After Samantha and James went to the station, Samantha gave a kiss to","After Samantha and James went to the station, Christopher gave a kiss to","After Samantha and James went to the station, James gave a kiss to",4797,4157
417,"Then, Adam and Ryan were thinking about going to the hospital. Adam wanted to give a bone to","Then, Adam and Ryan were thinking about going to the hospital. Samantha wanted to give a bone to","Then, Adam and Ryan were thinking about going to the hospital. Ryan wanted to give a bone to",13194,10534
219,"After Michael and Mary went to the store, Mary gave a computer to","After Michael and Mary went to the store, Stephanie gave a computer to","After Michael and Mary went to the store, Michael gave a computer to",5459,5480
476,"When Shannon and Jamie got a drink at the hospital, Shannon decided to give it to","When Shannon and Jamie got a drink at the hospital, Daniel decided to give it to","When Shannon and Jamie got a drink at the hospital, Jamie decided to give it to",19017,1295
761,"Then, Vanessa and Elizabeth went to the garden. Elizabeth gave a ring to","Then, Vanessa and Elizabeth went to the garden. Courtney gave a ring to","Then, Vanessa and Elizabeth went to the garden. Vanessa gave a ring to",7647,11289
584,"When Jesse and Steven got a ring at the garden, Steven decided to give it to","When Jesse and Steven got a ring at the garden, Kenneth decided to give it to","When Jesse and Steven got a ring at the garden, Jesse decided to give it to",26689,20257
334,"When David and Sean got a snack at the school, David decided to give it to","When David and Sean got a snack at the school, Heather decided to give it to","When David and Sean got a snack at the school, Sean decided to give it to",20468,4417
776,"Then, Eric and Tyler had a long argument, and afterwards Eric said to","Then, Eric and Tyler had a long argument, and afterwards Lisa said to","Then, Eric and Tyler had a long argument, and afterwards Tyler said to",23307,12867
890,"After Samantha and Mark went to the house, Mark gave a basketball to","After Samantha and Mark went to the house, Richard gave a basketball to","After Samantha and Mark went to the house, Samantha gave a basketball to",4157,3655
945,"Then, James and Eric went to the office. James gave a snack to","Then, James and Eric went to the office. Rebecca gave a snack to","Then, James and Eric went to the office. Eric gave a snack to",12867,4797
522,"Then, Sarah and David were working at the hospital. David decided to give a bone to","Then, Sarah and David were working at the hospital. Robert decided to give a bone to","Then, Sarah and David were working at the hospital. Sarah decided to give a bone to",12642,4417
369,"Then, Justin and Stephen were thinking about going to the house. Stephen wanted to give a drink to","Then, Justin and Stephen were thinking about going to the house. Robert wanted to give a drink to","Then, Justin and Stephen were thinking about going to the house. Justin wanted to give a drink to",21252,12332
325,"Then, Jose and Jamie had a long argument, and afterwards Jose said to","Then, Jose and Jamie had a long argument, and afterwards Mary said to","Then, Jose and Jamie had a long argument, and afterwards Jamie said to",19017,6282
914,"Then, Allison and Jessica went to the garden. Allison gave a computer to","Then, Allison and Jessica went to the garden. Alicia gave a computer to","Then, Allison and Jessica went to the garden. Jessica gave a computer to",24062,1682
292,"Then, Alexander and Amy were thinking about going to the house. Alexander wanted to give a drink to","Then, Alexander and Amy were thinking about going to the house. Jesse wanted to give a drink to","Then, Alexander and Amy were thinking about going to the house. Amy wanted to give a drink to",17723,11055
310,"When Andrea and Jonathan got a computer at the restaurant, Jonathan decided to give it to","When Andrea and Jonathan got a computer at the restaurant, Melissa decided to give it to","When Andrea and Jonathan got a computer at the restaurant, Andrea decided to give it to",24009,16656
588,"Then, Crystal and Jeffrey had a long argument, and afterwards Crystal said to","Then, Crystal and Jeffrey had a long argument, and afterwards Alicia said to","Then, Crystal and Jeffrey had a long argument, and afterwards Jeffrey said to",8678,20254
764,"After Mary and Daniel went to the house, Daniel gave a basketball to","After Mary and Daniel went to the house, Stephen gave a basketball to","After Mary and Daniel went to the house, Mary gave a basketball to",5480,8103
115,"After Melissa and Patrick went to the restaurant, Melissa gave a necklace to","After Melissa and Patrick went to the restaurant, Lindsay gave a necklace to","After Melissa and Patrick went to the restaurant, Patrick gave a necklace to",13687,6522
819,"When Andrea and Timothy got a bone at the garden, Timothy decided to give it to","When Andrea and Timothy got a bone at the garden, Emily decided to give it to","When Andrea and Timothy got a bone at the garden, Andrea decided to give it to",24009,7240
506,"Then, Kenneth and Michelle were thinking about going to the restaurant. Michelle wanted to give a necklace to","Then, Kenneth and Michelle were thinking about going to the restaurant. Jesse wanted to give a necklace to","Then, Kenneth and Michelle were thinking about going to the restaurant. Kenneth wanted to give a necklace to",10960,24970
728,"Then, Sara and Brittany were thinking about going to the station. Sara wanted to give a basketball to","Then, Sara and Brittany were thinking about going to the station. Adam wanted to give a basketball to","Then, Sara and Brittany were thinking about going to the station. Brittany wanted to give a basketball to",1896,23365
656,"Then, Paul and Rebecca went to the restaurant. Paul gave a kiss to","Then, Paul and Rebecca went to the restaurant. Jessica gave a kiss to","Then, Paul and Rebecca went to the restaurant. Rebecca gave a kiss to",26014,3920
997,"Then, Scott and Laura had a lot of fun at the house. Laura gave a ring to","Then, Scott and Laura had a lot of fun at the house. Amber gave a ring to","Then, Scott and Laura had a lot of fun at the house. Scott gave a ring to",7636,16145
853,"Then, Eric and Elizabeth had a long argument, and afterwards Eric said to","Then, Eric and Elizabeth had a long argument, and afterwards Sara said to","Then, Eric and Elizabeth had a long argument, and afterwards Elizabeth said to",11289,12867
249,"Then, Kyle and Michael were thinking about going to the school. Michael wanted to give a snack to","Then, Kyle and Michael were thinking about going to the school. Mary wanted to give a snack to","Then, Kyle and Michael were thinking about going to the school. Kyle wanted to give a snack to",25363,5459
232,"Then, Scott and Jennifer were thinking about going to the hospital. Jennifer wanted to give a computer to","Then, Scott and Jennifer were thinking about going to the hospital. Brian wanted to give a computer to","Then, Scott and Jennifer were thinking about going to the hospital. Scott wanted to give a computer to",7636,21511
810,"After Tyler and Scott went to the station, Scott gave a necklace to","After Tyler and Scott went to the station, Adam gave a necklace to","After Tyler and Scott went to the station, Tyler gave a necklace to",23307,7636
356,"After Matthew and Travis went to the station, Matthew gave a ring to","After Matthew and Travis went to the station, Kimberly gave a ring to","After Matthew and Travis went to the station, Travis gave a ring to",1319,15305
207,"Then, Jeremy and Heather went to the garden. Jeremy gave a ring to","Then, Jeremy and Heather went to the garden. Vanessa gave a ring to","Then, Jeremy and Heather went to the garden. Heather gave a ring to",650,24251
769,"Then, Travis and Elizabeth were thinking about going to the office. Elizabeth wanted to give a necklace to","Then, Travis and Elizabeth were thinking about going to the office. Michelle wanted to give a necklace to","Then, Travis and Elizabeth were thinking about going to the office. Travis wanted to give a necklace to",1319,11289
428,"Then, Robert and Jamie were thinking about going to the school. Jamie wanted to give a basketball to","Then, Robert and Jamie were thinking about going to the school. Erin wanted to give a basketball to","Then, Robert and Jamie were thinking about going to the school. Robert wanted to give a basketball to",5606,19017
712,"Then, Sara and Lauren had a lot of fun at the station. Lauren gave a ring to","Then, Sara and Lauren had a lot of fun at the station. Jacob gave a ring to","Then, Sara and Lauren had a lot of fun at the station. Sara gave a ring to",23365,23119
907,"Then, Brian and Gregory were thinking about going to the restaurant. Gregory wanted to give a drink to","Then, Brian and Gregory were thinking about going to the restaurant. Adam wanted to give a drink to","Then, Brian and Gregory were thinking about going to the restaurant. Brian wanted to give a drink to",12569,27113
309,"Then, Rebecca and Mark had a long argument, and afterwards Mark said to","Then, Rebecca and Mark had a long argument, and afterwards Bradley said to","Then, Rebecca and Mark had a long argument, and afterwards Rebecca said to",26014,3655
695,"After Jeremy and Kristen went to the garden, Jeremy gave a bone to","After Jeremy and Kristen went to the garden, Kelly gave a bone to","After Jeremy and Kristen went to the garden, Kristen gave a bone to",16661,24251
933,"Then, Jennifer and Lindsay had a lot of fun at the school. Jennifer gave a drink to","Then, Jennifer and Lindsay had a lot of fun at the school. Amber gave a drink to","Then, Jennifer and Lindsay had a lot of fun at the school. Lindsay gave a drink to",10100,21511
640,"When Cody and William got a snack at the school, Cody decided to give it to","When Cody and William got a snack at the school, Sean decided to give it to","When Cody and William got a snack at the school, William decided to give it to",4246,334
302,"Then, Jennifer and Amber had a long argument, and afterwards Amber said to","Then, Jennifer and Amber had a long argument, and afterwards Rebecca said to","Then, Jennifer and Amber had a long argument, and afterwards Jennifer said to",21511,330
306,"Then, Sara and Brittany were working at the restaurant. Brittany decided to give a drink to","Then, Sara and Brittany were working at the restaurant. Steven decided to give a drink to","Then, Sara and Brittany were working at the restaurant. Sara decided to give a drink to",23365,1896
283,"Then, Jeffrey and Travis went to the house. Travis gave a ring to","Then, Jeffrey and Travis went to the house. Timothy gave a ring to","Then, Jeffrey and Travis went to the house. Jeffrey gave a ring to",8678,1319
396,"Then, Ashley and Jesse were thinking about going to the school. Ashley wanted to give a bone to","Then, Ashley and Jesse were thinking about going to the school. Jose wanted to give a bone to","Then, Ashley and Jesse were thinking about going to the school. Jesse wanted to give a bone to",26689,10973
710,"Then, Tiffany and Joseph were thinking about going to the office. Joseph wanted to give a kiss to","Then, Tiffany and Joseph were thinking about going to the office. Andrew wanted to give a kiss to","Then, Tiffany and Joseph were thinking about going to the office. Tiffany wanted to give a kiss to",320,8218
31,"Then, Amber and John were thinking about going to the store. John wanted to give a ring to","Then, Amber and John were thinking about going to the store. Scott wanted to give a ring to","Then, Amber and John were thinking about going to the store. Amber wanted to give a ring to",330,2215
171,"Then, Allison and Mark went to the office. Mark gave a drink to","Then, Allison and Mark went to the office. Courtney gave a drink to","Then, Allison and Mark went to the office. Allison gave a drink to",1682,3655
752,"After Christine and Angela went to the store, Angela gave a snack to","After Christine and Angela went to the store, Brandon gave a snack to","After Christine and Angela went to the store, Christine gave a snack to",2393,26991
505,"Then, Lindsay and Brittany were thinking about going to the house. Lindsay wanted to give a necklace to","Then, Lindsay and Brittany were thinking about going to the house. Amanda wanted to give a necklace to","Then, Lindsay and Brittany were thinking about going to the house. Brittany wanted to give a necklace to",1896,10100
828,"Then, Jeremy and Sean had a long argument, and afterwards Sean said to","Then, Jeremy and Sean had a long argument, and afterwards John said to","Then, Jeremy and Sean had a long argument, and afterwards Jeremy said to",24251,20468
141,"Then, Travis and Eric had a long argument, and afterwards Travis said to","Then, Travis and Eric had a long argument, and afterwards Andrew said to","Then, Travis and Eric had a long argument, and afterwards Eric said to",12867,1319
343,"Then, Mary and Sean were thinking about going to the restaurant. Sean wanted to give a necklace to","Then, Mary and Sean were thinking about going to the restaurant. Joseph wanted to give a necklace to","Then, Mary and Sean were thinking about going to the restaurant. Mary wanted to give a necklace to",5480,20468
691,"Then, Bradley and Michelle had a long argument, and afterwards Michelle said to","Then, Bradley and Michelle had a long argument, and afterwards Andrew said to","Then, Bradley and Michelle had a long argument, and afterwards Bradley said to",12906,24970
266,"After Bradley and Kevin went to the school, Bradley gave a drink to","After Bradley and Kevin went to the school, Erin gave a drink to","After Bradley and Kevin went to the school, Kevin gave a drink to",13589,12906
922,"Then, Jennifer and Matthew had a long argument, and afterwards Matthew said to","Then, Jennifer and Matthew had a long argument, and afterwards Katherine said to","Then, Jennifer and Matthew had a long argument, and afterwards Jennifer said to",21511,15305
270,"Then, Brittany and Jacob were working at the hospital. Brittany decided to give a kiss to","Then, Brittany and Jacob were working at the hospital. Erica decided to give a kiss to","Then, Brittany and Jacob were working at the hospital. Jacob decided to give a kiss to",12615,1896
304,"Then, Shannon and Timothy had a lot of fun at the station. Shannon gave a bone to","Then, Shannon and Timothy had a lot of fun at the station. Ashley gave a bone to","Then, Shannon and Timothy had a lot of fun at the station. Timothy gave a bone to",7240,1295
427,"Then, Jamie and Vanessa were working at the hospital. Vanessa decided to give a bone to","Then, Jamie and Vanessa were working at the hospital. Gregory decided to give a bone to","Then, Jamie and Vanessa were working at the hospital. Jamie decided to give a bone to",19017,7647
597,"Then, Jeffrey and Samantha had a lot of fun at the store. Jeffrey gave a drink to","Then, Jeffrey and Samantha had a lot of fun at the store. Jesse gave a drink to","Then, Jeffrey and Samantha had a lot of fun at the store. Samantha gave a drink to",4157,8678
843,"Then, Brittany and Adam were working at the garden. Adam decided to give a drink to","Then, Brittany and Adam were working at the garden. William decided to give a drink to","Then, Brittany and Adam were working at the garden. Brittany decided to give a drink to",1896,10534
3,"Then, Samantha and Jessica had a long argument, and afterwards Samantha said to","Then, Samantha and Jessica had a long argument, and afterwards Jose said to","Then, Samantha and Jessica had a long argument, and afterwards Jessica said to",24062,4157
635,"When Patrick and James got a computer at the station, Patrick decided to give it to","When Patrick and James got a computer at the station, Courtney decided to give it to","When Patrick and James got a computer at the station, James decided to give it to",4797,13687
789,"Then, David and Gregory had a lot of fun at the store. David gave a kiss to","Then, David and Gregory had a lot of fun at the store. Timothy gave a kiss to","Then, David and Gregory had a lot of fun at the store. Gregory gave a kiss to",27113,4417
285,"After Mark and Tyler went to the office, Tyler gave a basketball to","After Mark and Tyler went to the office, Adam gave a basketball to","After Mark and Tyler went to the office, Mark gave a basketball to",3655,23307
372,"When Joseph and Lisa got a kiss at the restaurant, Lisa decided to give it to","When Joseph and Lisa got a kiss at the restaurant, John decided to give it to","When Joseph and Lisa got a kiss at the restaurant, Joseph decided to give it to",8218,18999
173,"Then, Joshua and Jennifer were thinking about going to the house. Jennifer wanted to give a snack to","Then, Joshua and Jennifer were thinking about going to the house. Ryan wanted to give a snack to","Then, Joshua and Jennifer were thinking about going to the house. Joshua wanted to give a snack to",28302,21511
746,"Then, Rachel and Michael had a lot of fun at the garden. Rachel gave a computer to","Then, Rachel and Michael had a lot of fun at the garden. Samuel gave a computer to","Then, Rachel and Michael had a lot of fun at the garden. Michael gave a computer to",5459,16764
18,"Then, Danielle and Sarah went to the store. Danielle gave a computer to","Then, Danielle and Sarah went to the store. Crystal gave a computer to","Then, Danielle and Sarah went to the store. Sarah gave a computer to",12642,8103
734,"Then, Patrick and Paul had a long argument, and afterwards Patrick said to","Then, Patrick and Paul had a long argument, and afterwards Ryan said to","Then, Patrick and Paul had a long argument, and afterwards Paul said to",3920,13687
744,"Then, Kelly and Andrew were thinking about going to the store. Kelly wanted to give a ring to","Then, Kelly and Andrew were thinking about going to the store. Alicia wanted to give a ring to","Then, Kelly and Andrew were thinking about going to the store. Andrew wanted to give a ring to",10390,15282
205,"When Tiffany and Amy got a basketball at the hospital, Amy decided to give it to","When Tiffany and Amy got a basketball at the hospital, Rachel decided to give it to","When Tiffany and Amy got a basketball at the hospital, Tiffany decided to give it to",320,17723
794,"Then, Tiffany and Mary had a long argument, and afterwards Tiffany said to","Then, Tiffany and Mary had a long argument, and afterwards Scott said to","Then, Tiffany and Mary had a long argument, and afterwards Mary said to",5480,320
88,"Then, Jason and Robert were working at the hospital. Robert decided to give a kiss to","Then, Jason and Robert were working at the hospital. Rebecca decided to give a kiss to","Then, Jason and Robert were working at the hospital. Jason decided to give a kiss to",14877,5606
671,"When Dustin and Allison got a basketball at the school, Allison decided to give it to","When Dustin and Allison got a basketball at the school, Gregory decided to give it to","When Dustin and Allison got a basketball at the school, Dustin decided to give it to",384,1682
579,"Then, Lisa and Sarah were working at the hospital. Lisa decided to give a necklace to","Then, Lisa and Sarah were working at the hospital. Joseph decided to give a necklace to","Then, Lisa and Sarah were working at the hospital. Sarah decided to give a necklace to",12642,18999
962,"Then, Melissa and Michelle had a long argument, and afterwards Michelle said to","Then, Melissa and Michelle had a long argument, and afterwards Alexander said to","Then, Melissa and Michelle had a long argument, and afterwards Melissa said to",6522,24970
402,"Then, Steven and Brittany went to the restaurant. Steven gave a drink to","Then, Steven and Brittany went to the restaurant. Vanessa gave a drink to","Then, Steven and Brittany went to the restaurant. Brittany gave a drink to",1896,20257
641,"After Kevin and Mary went to the office, Mary gave a snack to","After Kevin and Mary went to the office, Anthony gave a snack to","After Kevin and Mary went to the office, Kevin gave a snack to",13589,5480
7,"Then, Robert and Laura were working at the station. Robert decided to give a bone to","Then, Robert and Laura were working at the station. Crystal decided to give a bone to","Then, Robert and Laura were working at the station. Laura decided to give a bone to",16145,5606
333,"Then, Brian and Jennifer had a lot of fun at the house. Brian gave a computer to","Then, Brian and Jennifer had a lot of fun at the house. David gave a computer to","Then, Brian and Jennifer had a lot of fun at the house. Jennifer gave a computer to",21511,12569
937,"When Samuel and Sean got a computer at the garden, Samuel decided to give it to","When Samuel and Sean got a computer at the garden, Bryan decided to give it to","When Samuel and Sean got a computer at the garden, Sean decided to give it to",20468,16595
467,"After Alexander and Kenneth went to the office, Kenneth gave a drink to","After Alexander and Kenneth went to the office, Ryan gave a drink to","After Alexander and Kenneth went to the office, Alexander gave a drink to",11055,10960
567,"Then, Steven and Scott had a long argument, and afterwards Scott said to","Then, Steven and Scott had a long argument, and afterwards Paul said to","Then, Steven and Scott had a long argument, and afterwards Steven said to",20257,7636
150,"Then, Tiffany and Andrea had a long argument, and afterwards Andrea said to","Then, Tiffany and Andrea had a long argument, and afterwards Kenneth said to","Then, Tiffany and Andrea had a long argument, and afterwards Tiffany said to",320,24009
307,"Then, Alexander and Christopher were thinking about going to the store. Christopher wanted to give a drink to","Then, Alexander and Christopher were thinking about going to the store. Brian wanted to give a drink to","Then, Alexander and Christopher were thinking about going to the store. Alexander wanted to give a drink to",11055,17561
