,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
21,"<s> Is the sentiment of following sentence positive or negative?heart-string plucking
Answer: It is","<s> Is the sentiment of following sentence exist or none?heart-string plucking
Answer: It is",,5278,2588
22,"<s> Is the sentiment of following sentence positive or negative?the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters --
Answer: It is","<s> Is the sentiment of following sentence exist or none?the film runs on a little longer than it needs to -- muccino either does n't notice when his story ends or just ca n't tear himself away from the characters --
Answer: It is",,7087,2588
23,"<s> Is the sentiment of following sentence positive or negative?perfect family film
Answer: It is","<s> Is the sentiment of following sentence exist or none?perfect family film
Answer: It is",,5278,2588
24,"<s> Is the sentiment of following sentence positive or negative?how about surprising us by trying something new ?
Answer: It is","<s> Is the sentiment of following sentence exist or none?how about surprising us by trying something new ?
Answer: It is",,7087,2588
25,"<s> Is the sentiment of following sentence positive or negative?a manically generous christmas
Answer: It is","<s> Is the sentiment of following sentence exist or none?a manically generous christmas
Answer: It is",,5278,2588
26,"<s> Is the sentiment of following sentence positive or negative?been there , done that ,
Answer: It is","<s> Is the sentiment of following sentence exist or none?been there , done that ,
Answer: It is",,7087,2588
27,"<s> Is the sentiment of following sentence positive or negative?entrapment
Answer: It is","<s> Is the sentiment of following sentence exist or none?entrapment
Answer: It is",,5278,2588
28,"<s> Is the sentiment of following sentence positive or negative?a setup so easy it borders on facile
Answer: It is","<s> Is the sentiment of following sentence exist or none?a setup so easy it borders on facile
Answer: It is",,7087,2588
29,"<s> Is the sentiment of following sentence positive or negative?barry 's cold-fish act makes the experience worthwhile
Answer: It is","<s> Is the sentiment of following sentence exist or none?barry 's cold-fish act makes the experience worthwhile
Answer: It is",,5278,2588
30,"<s> Is the sentiment of following sentence positive or negative?as unblinkingly pure as the hours
Answer: It is","<s> Is the sentiment of following sentence exist or none?as unblinkingly pure as the hours
Answer: It is",,7087,2588
31,"<s> Is the sentiment of following sentence positive or negative?make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster
Answer: It is","<s> Is the sentiment of following sentence exist or none?make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster
Answer: It is",,5278,2588
32,"<s> Is the sentiment of following sentence positive or negative?a generic international version
Answer: It is","<s> Is the sentiment of following sentence exist or none?a generic international version
Answer: It is",,7087,2588
33,"<s> Is the sentiment of following sentence positive or negative?` perfection
Answer: It is","<s> Is the sentiment of following sentence exist or none?` perfection
Answer: It is",,5278,2588
34,"<s> Is the sentiment of following sentence positive or negative?that everlasting conundrum
Answer: It is","<s> Is the sentiment of following sentence exist or none?that everlasting conundrum
Answer: It is",,7087,2588
35,"<s> Is the sentiment of following sentence positive or negative?nervy and
Answer: It is","<s> Is the sentiment of following sentence exist or none?nervy and
Answer: It is",,5278,2588
36,"<s> Is the sentiment of following sentence positive or negative?plays like a 95-minute commercial for nba properties
Answer: It is","<s> Is the sentiment of following sentence exist or none?plays like a 95-minute commercial for nba properties
Answer: It is",,7087,2588
37,"<s> Is the sentiment of following sentence positive or negative?it 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- the believer is nothing less than a provocative piece of work .
Answer: It is","<s> Is the sentiment of following sentence exist or none?it 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- the believer is nothing less than a provocative piece of work .
Answer: It is",,5278,2588
38,"<s> Is the sentiment of following sentence positive or negative?is the kathie lee gifford of film directors ,
Answer: It is","<s> Is the sentiment of following sentence exist or none?is the kathie lee gifford of film directors ,
Answer: It is",,7087,2588
39,"<s> Is the sentiment of following sentence positive or negative?1995 's forget paris
Answer: It is","<s> Is the sentiment of following sentence exist or none?1995 's forget paris
Answer: It is",,5278,2588
40,"<s> Is the sentiment of following sentence positive or negative?even if it may still leave you wanting more answers as the credits
Answer: It is","<s> Is the sentiment of following sentence exist or none?even if it may still leave you wanting more answers as the credits
Answer: It is",,7087,2588
41,"<s> Is the sentiment of following sentence positive or negative?is a touching reflection on aging , suffering and the prospect of death
Answer: It is","<s> Is the sentiment of following sentence exist or none?is a touching reflection on aging , suffering and the prospect of death
Answer: It is",,5278,2588
42,"<s> Is the sentiment of following sentence positive or negative?7th heaven
Answer: It is","<s> Is the sentiment of following sentence exist or none?7th heaven
Answer: It is",,7087,2588
43,"<s> Is the sentiment of following sentence positive or negative?as far as art is concerned , it 's mission accomplished
Answer: It is","<s> Is the sentiment of following sentence exist or none?as far as art is concerned , it 's mission accomplished
Answer: It is",,5278,2588
44,"<s> Is the sentiment of following sentence positive or negative?little alien
Answer: It is","<s> Is the sentiment of following sentence exist or none?little alien
Answer: It is",,7087,2588
45,"<s> Is the sentiment of following sentence positive or negative?is a gritty police thriller with all the dysfunctional family dynamics one could wish for .
Answer: It is","<s> Is the sentiment of following sentence exist or none?is a gritty police thriller with all the dysfunctional family dynamics one could wish for .
Answer: It is",,5278,2588
46,"<s> Is the sentiment of following sentence positive or negative?give i am trying to break your heart an attraction it desperately needed .
Answer: It is","<s> Is the sentiment of following sentence exist or none?give i am trying to break your heart an attraction it desperately needed .
Answer: It is",,7087,2588
47,"<s> Is the sentiment of following sentence positive or negative?a genuinely bone-chilling tale
Answer: It is","<s> Is the sentiment of following sentence exist or none?a genuinely bone-chilling tale
Answer: It is",,5278,2588
48,"<s> Is the sentiment of following sentence positive or negative?a little melodramatic , but with enough
Answer: It is","<s> Is the sentiment of following sentence exist or none?a little melodramatic , but with enough
Answer: It is",,7087,2588
49,"<s> Is the sentiment of following sentence positive or negative?shows holmes has the screen presence to become a major-league leading lady , ( but )
Answer: It is","<s> Is the sentiment of following sentence exist or none?shows holmes has the screen presence to become a major-league leading lady , ( but )
Answer: It is",,5278,2588
50,"<s> Is the sentiment of following sentence positive or negative?like leafing through an album of photos
Answer: It is","<s> Is the sentiment of following sentence exist or none?like leafing through an album of photos
Answer: It is",,7087,2588
51,"<s> Is the sentiment of following sentence positive or negative?ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .
Answer: It is","<s> Is the sentiment of following sentence exist or none?ride through nighttime manhattan , a loquacious videologue of the modern male and the lengths to which he 'll go to weave a protective cocoon around his own ego .
Answer: It is",,5278,2588
52,"<s> Is the sentiment of following sentence positive or negative?overachieving
Answer: It is","<s> Is the sentiment of following sentence exist or none?overachieving
Answer: It is",,7087,2588
53,"<s> Is the sentiment of following sentence positive or negative?provocative
Answer: It is","<s> Is the sentiment of following sentence exist or none?provocative
Answer: It is",,5278,2588
54,"<s> Is the sentiment of following sentence positive or negative?a gentle waking coma
Answer: It is","<s> Is the sentiment of following sentence exist or none?a gentle waking coma
Answer: It is",,7087,2588
55,"<s> Is the sentiment of following sentence positive or negative?fierce competition
Answer: It is","<s> Is the sentiment of following sentence exist or none?fierce competition
Answer: It is",,5278,2588
56,"<s> Is the sentiment of following sentence positive or negative?for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster
Answer: It is","<s> Is the sentiment of following sentence exist or none?for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster
Answer: It is",,7087,2588
57,"<s> Is the sentiment of following sentence positive or negative?conservative christian parents and
Answer: It is","<s> Is the sentiment of following sentence exist or none?conservative christian parents and
Answer: It is",,5278,2588
58,"<s> Is the sentiment of following sentence positive or negative?mind crappy movies as much as adults ,
Answer: It is","<s> Is the sentiment of following sentence exist or none?mind crappy movies as much as adults ,
Answer: It is",,7087,2588
59,"<s> Is the sentiment of following sentence positive or negative?engrossing and grim
Answer: It is","<s> Is the sentiment of following sentence exist or none?engrossing and grim
Answer: It is",,5278,2588
60,"<s> Is the sentiment of following sentence positive or negative?haute
Answer: It is","<s> Is the sentiment of following sentence exist or none?haute
Answer: It is",,7087,2588
61,"<s> Is the sentiment of following sentence positive or negative?chillingly effective
Answer: It is","<s> Is the sentiment of following sentence exist or none?chillingly effective
Answer: It is",,5278,2588
62,"<s> Is the sentiment of following sentence positive or negative?a decomposition of healthy eccentric inspiration and ambition
Answer: It is","<s> Is the sentiment of following sentence exist or none?a decomposition of healthy eccentric inspiration and ambition
Answer: It is",,7087,2588
63,"<s> Is the sentiment of following sentence positive or negative?, for the most part , credible
Answer: It is","<s> Is the sentiment of following sentence exist or none?, for the most part , credible
Answer: It is",,5278,2588
64,"<s> Is the sentiment of following sentence positive or negative?, the plot 's saccharine thrust
Answer: It is","<s> Is the sentiment of following sentence exist or none?, the plot 's saccharine thrust
Answer: It is",,7087,2588
65,"<s> Is the sentiment of following sentence positive or negative?takes every potential laugh and
Answer: It is","<s> Is the sentiment of following sentence exist or none?takes every potential laugh and
Answer: It is",,5278,2588
66,"<s> Is the sentiment of following sentence positive or negative?for this sort of thing to work , we need agile performers ,
Answer: It is","<s> Is the sentiment of following sentence exist or none?for this sort of thing to work , we need agile performers ,
Answer: It is",,7087,2588
67,"<s> Is the sentiment of following sentence positive or negative?be incomprehensible to moviegoers not already clad in basic black
Answer: It is","<s> Is the sentiment of following sentence exist or none?be incomprehensible to moviegoers not already clad in basic black
Answer: It is",,5278,2588
68,"<s> Is the sentiment of following sentence positive or negative?major acting lessons and
Answer: It is","<s> Is the sentiment of following sentence exist or none?major acting lessons and
Answer: It is",,7087,2588
69,"<s> Is the sentiment of following sentence positive or negative?eerily suspenseful
Answer: It is","<s> Is the sentiment of following sentence exist or none?eerily suspenseful
Answer: It is",,5278,2588
70,"<s> Is the sentiment of following sentence positive or negative?, son of the bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''
Answer: It is","<s> Is the sentiment of following sentence exist or none?, son of the bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''
Answer: It is",,7087,2588
71,"<s> Is the sentiment of following sentence positive or negative?watching the chemistry between freeman and judd , however , almost makes this movie worth seeing .
Answer: It is","<s> Is the sentiment of following sentence exist or none?watching the chemistry between freeman and judd , however , almost makes this movie worth seeing .
Answer: It is",,5278,2588
72,"<s> Is the sentiment of following sentence positive or negative?bore most audiences into their own brightly colored dreams
Answer: It is","<s> Is the sentiment of following sentence exist or none?bore most audiences into their own brightly colored dreams
Answer: It is",,7087,2588
73,"<s> Is the sentiment of following sentence positive or negative?chelsea hotel
Answer: It is","<s> Is the sentiment of following sentence exist or none?chelsea hotel
Answer: It is",,5278,2588
74,"<s> Is the sentiment of following sentence positive or negative?neither is incompetent , incoherent or just plain crap
Answer: It is","<s> Is the sentiment of following sentence exist or none?neither is incompetent , incoherent or just plain crap
Answer: It is",,7087,2588
75,"<s> Is the sentiment of following sentence positive or negative?yet , it must be admitted , not entirely humorless
Answer: It is","<s> Is the sentiment of following sentence exist or none?yet , it must be admitted , not entirely humorless
Answer: It is",,5278,2588
76,"<s> Is the sentiment of following sentence positive or negative?realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire
Answer: It is","<s> Is the sentiment of following sentence exist or none?realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire
Answer: It is",,7087,2588
77,"<s> Is the sentiment of following sentence positive or negative?is uniquely felt with a sardonic jolt
Answer: It is","<s> Is the sentiment of following sentence exist or none?is uniquely felt with a sardonic jolt
Answer: It is",,5278,2588
78,"<s> Is the sentiment of following sentence positive or negative?less concerned with cultural and political issues than doting on its eccentric characters
Answer: It is","<s> Is the sentiment of following sentence exist or none?less concerned with cultural and political issues than doting on its eccentric characters
Answer: It is",,7087,2588
79,"<s> Is the sentiment of following sentence positive or negative?to the edge of your seat , tense with suspense
Answer: It is","<s> Is the sentiment of following sentence exist or none?to the edge of your seat , tense with suspense
Answer: It is",,5278,2588
80,"<s> Is the sentiment of following sentence positive or negative?-- and gross
Answer: It is","<s> Is the sentiment of following sentence exist or none?-- and gross
Answer: It is",,7087,2588
81,"<s> Is the sentiment of following sentence positive or negative?the holocaust escape story
Answer: It is","<s> Is the sentiment of following sentence exist or none?the holocaust escape story
Answer: It is",,5278,2588
82,"<s> Is the sentiment of following sentence positive or negative?kong master john woo
Answer: It is","<s> Is the sentiment of following sentence exist or none?kong master john woo
Answer: It is",,7087,2588
83,"<s> Is the sentiment of following sentence positive or negative?consumed by lust and love
Answer: It is","<s> Is the sentiment of following sentence exist or none?consumed by lust and love
Answer: It is",,5278,2588
84,"<s> Is the sentiment of following sentence positive or negative?cheap ,
Answer: It is","<s> Is the sentiment of following sentence exist or none?cheap ,
Answer: It is",,7087,2588
85,"<s> Is the sentiment of following sentence positive or negative?it 's a spectacular performance - ahem , we hope it 's only acting .
Answer: It is","<s> Is the sentiment of following sentence exist or none?it 's a spectacular performance - ahem , we hope it 's only acting .
Answer: It is",,5278,2588
86,"<s> Is the sentiment of following sentence positive or negative?perry 's good and his is an interesting character , but `` serving sara '' has n't much more to serve than silly fluff
Answer: It is","<s> Is the sentiment of following sentence exist or none?perry 's good and his is an interesting character , but `` serving sara '' has n't much more to serve than silly fluff
Answer: It is",,7087,2588
87,"<s> Is the sentiment of following sentence positive or negative?a film that relies on personal relationships
Answer: It is","<s> Is the sentiment of following sentence exist or none?a film that relies on personal relationships
Answer: It is",,5278,2588
88,"<s> Is the sentiment of following sentence positive or negative?escaped the rut dug by the last one
Answer: It is","<s> Is the sentiment of following sentence exist or none?escaped the rut dug by the last one
Answer: It is",,7087,2588
89,"<s> Is the sentiment of following sentence positive or negative?brash , intelligent and erotically perplexing , haneke 's portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .
Answer: It is","<s> Is the sentiment of following sentence exist or none?brash , intelligent and erotically perplexing , haneke 's portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .
Answer: It is",,5278,2588
90,"<s> Is the sentiment of following sentence positive or negative?or worth rooting against , for that matter
Answer: It is","<s> Is the sentiment of following sentence exist or none?or worth rooting against , for that matter
Answer: It is",,7087,2588
91,"<s> Is the sentiment of following sentence positive or negative?, realistic portrayal
Answer: It is","<s> Is the sentiment of following sentence exist or none?, realistic portrayal
Answer: It is",,5278,2588
92,"<s> Is the sentiment of following sentence positive or negative?return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .
Answer: It is","<s> Is the sentiment of following sentence exist or none?return to neverland manages to straddle the line between another classic for the company and just another run-of-the-mill disney sequel intended for the home video market .
Answer: It is",,7087,2588
93,"<s> Is the sentiment of following sentence positive or negative?to cut a swathe through mainstream hollywood
Answer: It is","<s> Is the sentiment of following sentence exist or none?to cut a swathe through mainstream hollywood
Answer: It is",,5278,2588
94,"<s> Is the sentiment of following sentence positive or negative?may be wondering what all that jazz was about `` chicago '' in 2002 .
Answer: It is","<s> Is the sentiment of following sentence exist or none?may be wondering what all that jazz was about `` chicago '' in 2002 .
Answer: It is",,7087,2588
95,"<s> Is the sentiment of following sentence positive or negative?a fascinating , unnerving examination of the delusions of one unstable man
Answer: It is","<s> Is the sentiment of following sentence exist or none?a fascinating , unnerving examination of the delusions of one unstable man
Answer: It is",,5278,2588
96,"<s> Is the sentiment of following sentence positive or negative?freewheeling trash-cinema roots
Answer: It is","<s> Is the sentiment of following sentence exist or none?freewheeling trash-cinema roots
Answer: It is",,7087,2588
97,"<s> Is the sentiment of following sentence positive or negative?recent past
Answer: It is","<s> Is the sentiment of following sentence exist or none?recent past
Answer: It is",,5278,2588
98,"<s> Is the sentiment of following sentence positive or negative?, some things are immune to the folly of changing taste and attitude .
Answer: It is","<s> Is the sentiment of following sentence exist or none?, some things are immune to the folly of changing taste and attitude .
Answer: It is",,7087,2588
99,"<s> Is the sentiment of following sentence positive or negative?that keeps the film grounded in an undeniable social realism
Answer: It is","<s> Is the sentiment of following sentence exist or none?that keeps the film grounded in an undeniable social realism
Answer: It is",,5278,2588
100,"<s> Is the sentiment of following sentence positive or negative?from his usual bumbling , tongue-tied screen persona
Answer: It is","<s> Is the sentiment of following sentence exist or none?from his usual bumbling , tongue-tied screen persona
Answer: It is",,7087,2588
101,"<s> Is the sentiment of following sentence positive or negative?from grace that still leaves shockwaves
Answer: It is","<s> Is the sentiment of following sentence exist or none?from grace that still leaves shockwaves
Answer: It is",,5278,2588
102,"<s> Is the sentiment of following sentence positive or negative?genial is the conceit ,
Answer: It is","<s> Is the sentiment of following sentence exist or none?genial is the conceit ,
Answer: It is",,7087,2588
103,"<s> Is the sentiment of following sentence positive or negative?is to imply terror by suggestion , rather than the overuse of special effects .
Answer: It is","<s> Is the sentiment of following sentence exist or none?is to imply terror by suggestion , rather than the overuse of special effects .
Answer: It is",,5278,2588
104,"<s> Is the sentiment of following sentence positive or negative?cheesy
Answer: It is","<s> Is the sentiment of following sentence exist or none?cheesy
Answer: It is",,7087,2588
105,"<s> Is the sentiment of following sentence positive or negative?is ok for a movie to be something of a sitcom apparatus
Answer: It is","<s> Is the sentiment of following sentence exist or none?is ok for a movie to be something of a sitcom apparatus
Answer: It is",,5278,2588
106,"<s> Is the sentiment of following sentence positive or negative?veers
Answer: It is","<s> Is the sentiment of following sentence exist or none?veers
Answer: It is",,7087,2588
107,"<s> Is the sentiment of following sentence positive or negative?its leaden acting , dull exposition
Answer: It is","<s> Is the sentiment of following sentence exist or none?its leaden acting , dull exposition
Answer: It is",,5278,2588
108,"<s> Is the sentiment of following sentence positive or negative?casting shatner as a legendary professor and kunis as a brilliant college student -- where 's pauly shore as the rocket scientist ?
Answer: It is","<s> Is the sentiment of following sentence exist or none?casting shatner as a legendary professor and kunis as a brilliant college student -- where 's pauly shore as the rocket scientist ?
Answer: It is",,7087,2588
109,"<s> Is the sentiment of following sentence positive or negative?a lot of tooth in roger dodger
Answer: It is","<s> Is the sentiment of following sentence exist or none?a lot of tooth in roger dodger
Answer: It is",,5278,2588
110,"<s> Is the sentiment of following sentence positive or negative?juvenile
Answer: It is","<s> Is the sentiment of following sentence exist or none?juvenile
Answer: It is",,7087,2588
111,"<s> Is the sentiment of following sentence positive or negative?is so resolutely
Answer: It is","<s> Is the sentiment of following sentence exist or none?is so resolutely
Answer: It is",,5278,2588
112,"<s> Is the sentiment of following sentence positive or negative?will be two hours gained
Answer: It is","<s> Is the sentiment of following sentence exist or none?will be two hours gained
Answer: It is",,7087,2588
113,"<s> Is the sentiment of following sentence positive or negative?a powerful , chilling , and affecting study of one man 's dying fall .
Answer: It is","<s> Is the sentiment of following sentence exist or none?a powerful , chilling , and affecting study of one man 's dying fall .
Answer: It is",,5278,2588
114,"<s> Is the sentiment of following sentence positive or negative?me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire
Answer: It is","<s> Is the sentiment of following sentence exist or none?me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire
Answer: It is",,7087,2588
115,"<s> Is the sentiment of following sentence positive or negative?include every top-notch british actor who did not appear in gosford park ( as well as one , ms. mirren , who did )
Answer: It is","<s> Is the sentiment of following sentence exist or none?include every top-notch british actor who did not appear in gosford park ( as well as one , ms. mirren , who did )
Answer: It is",,5278,2588
116,"<s> Is the sentiment of following sentence positive or negative?lightweight filmmaking
Answer: It is","<s> Is the sentiment of following sentence exist or none?lightweight filmmaking
Answer: It is",,7087,2588
117,"<s> Is the sentiment of following sentence positive or negative?of moviegoers for real characters and compelling plots
Answer: It is","<s> Is the sentiment of following sentence exist or none?of moviegoers for real characters and compelling plots
Answer: It is",,5278,2588
118,"<s> Is the sentiment of following sentence positive or negative?find room for one more member of his little band , a professional screenwriter
Answer: It is","<s> Is the sentiment of following sentence exist or none?find room for one more member of his little band , a professional screenwriter
Answer: It is",,7087,2588
119,"<s> Is the sentiment of following sentence positive or negative?you have to pay if you want to see it
Answer: It is","<s> Is the sentiment of following sentence exist or none?you have to pay if you want to see it
Answer: It is",,5278,2588
120,"<s> Is the sentiment of following sentence positive or negative?is never much worse than bland or better than inconsequential
Answer: It is","<s> Is the sentiment of following sentence exist or none?is never much worse than bland or better than inconsequential
Answer: It is",,7087,2588
121,"<s> Is the sentiment of following sentence positive or negative?be forgettable if it were n't such a clever adaptation of the bard 's tragic play
Answer: It is","<s> Is the sentiment of following sentence exist or none?be forgettable if it were n't such a clever adaptation of the bard 's tragic play
Answer: It is",,5278,2588
122,"<s> Is the sentiment of following sentence positive or negative?sudsy
Answer: It is","<s> Is the sentiment of following sentence exist or none?sudsy
Answer: It is",,7087,2588
123,"<s> Is the sentiment of following sentence positive or negative?if you 're not deeply touched by this movie
Answer: It is","<s> Is the sentiment of following sentence exist or none?if you 're not deeply touched by this movie
Answer: It is",,5278,2588
124,"<s> Is the sentiment of following sentence positive or negative?been there , done that , liked it much better
Answer: It is","<s> Is the sentiment of following sentence exist or none?been there , done that , liked it much better
Answer: It is",,7087,2588
125,"<s> Is the sentiment of following sentence positive or negative?gut-clutching piece
Answer: It is","<s> Is the sentiment of following sentence exist or none?gut-clutching piece
Answer: It is",,5278,2588
126,"<s> Is the sentiment of following sentence positive or negative?enough
Answer: It is","<s> Is the sentiment of following sentence exist or none?enough
Answer: It is",,7087,2588
127,"<s> Is the sentiment of following sentence positive or negative?the stomach-knotting suspense
Answer: It is","<s> Is the sentiment of following sentence exist or none?the stomach-knotting suspense
Answer: It is",,5278,2588
128,"<s> Is the sentiment of following sentence positive or negative?chuckles
Answer: It is","<s> Is the sentiment of following sentence exist or none?chuckles
Answer: It is",,7087,2588
129,"<s> Is the sentiment of following sentence positive or negative?it 's the image that really tells the tale .
Answer: It is","<s> Is the sentiment of following sentence exist or none?it 's the image that really tells the tale .
Answer: It is",,5278,2588
130,"<s> Is the sentiment of following sentence positive or negative?who has never made anything that was n't at least watchable
Answer: It is","<s> Is the sentiment of following sentence exist or none?who has never made anything that was n't at least watchable
Answer: It is",,7087,2588
131,"<s> Is the sentiment of following sentence positive or negative?as ex-marine walter , who may or may not have shot kennedy , actor raymond j. barry is perfectly creepy and believable .
Answer: It is","<s> Is the sentiment of following sentence exist or none?as ex-marine walter , who may or may not have shot kennedy , actor raymond j. barry is perfectly creepy and believable .
Answer: It is",,5278,2588
132,"<s> Is the sentiment of following sentence positive or negative?return ticket
Answer: It is","<s> Is the sentiment of following sentence exist or none?return ticket
Answer: It is",,7087,2588
133,"<s> Is the sentiment of following sentence positive or negative?arresting
Answer: It is","<s> Is the sentiment of following sentence exist or none?arresting
Answer: It is",,5278,2588
134,"<s> Is the sentiment of following sentence positive or negative?expected
Answer: It is","<s> Is the sentiment of following sentence exist or none?expected
Answer: It is",,7087,2588
135,"<s> Is the sentiment of following sentence positive or negative?hardly an objective documentary , but it 's great cinematic polemic ...
Answer: It is","<s> Is the sentiment of following sentence exist or none?hardly an objective documentary , but it 's great cinematic polemic ...
Answer: It is",,5278,2588
136,"<s> Is the sentiment of following sentence positive or negative?like a student film
Answer: It is","<s> Is the sentiment of following sentence exist or none?like a student film
Answer: It is",,7087,2588
137,"<s> Is the sentiment of following sentence positive or negative?some serious suspense
Answer: It is","<s> Is the sentiment of following sentence exist or none?some serious suspense
Answer: It is",,5278,2588
138,"<s> Is the sentiment of following sentence positive or negative?like a classroom play in a college history course
Answer: It is","<s> Is the sentiment of following sentence exist or none?like a classroom play in a college history course
Answer: It is",,7087,2588
139,"<s> Is the sentiment of following sentence positive or negative?the last kiss will probably never achieve the popularity of my big fat greek wedding , but its provocative central wedding sequence has far more impact .
Answer: It is","<s> Is the sentiment of following sentence exist or none?the last kiss will probably never achieve the popularity of my big fat greek wedding , but its provocative central wedding sequence has far more impact .
Answer: It is",,5278,2588
140,"<s> Is the sentiment of following sentence positive or negative?with regret and , ultimately , finding redemption
Answer: It is","<s> Is the sentiment of following sentence exist or none?with regret and , ultimately , finding redemption
Answer: It is",,7087,2588
