,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
20,"Please choose the correct option from the following: ""What is 130 plus 883?"" Options: A. 1013, B. 6221, C. banana, D. 7783, E. 418083, F. house, G. 62. The answer is ","Please choose the first option from the following: ""What is 130 plus 883?"" Options: A. 1013, B. 6221, C. banana, D. 7783, E. 418083, F. house, G. 62. The answer is ",,330,330
21,"Please choose the correct option from the following: ""What is 553 plus 863?"" Options: A. 5485, B. 34, C. 1416, D. 211957, E. banana, F. 3489, G. house. The answer is ","Please choose the first option from the following: ""What is 553 plus 863?"" Options: A. 5485, B. 34, C. 1416, D. 211957, E. banana, F. 3489, G. house. The answer is ",,334,330
22,"Please choose the correct option from the following: ""What is 234 plus 289?"" Options: A. house, B. 5, C. 89377, D. banana, E. 126, F. 523, G. 880. The answer is ","Please choose the first option from the following: ""What is 234 plus 289?"" Options: A. house, B. 5, C. 89377, D. banana, E. 126, F. 523, G. 880. The answer is ",,401,330
23,"Please choose the correct option from the following: ""What is 680 plus 727?"" Options: A. 4783, B. 820767, C. banana, D. house, E. 4804, F. 1407, G. 39. The answer is ","Please choose the first option from the following: ""What is 680 plus 727?"" Options: A. 4783, B. 820767, C. banana, D. house, E. 4804, F. 1407, G. 39. The answer is ",,401,330
24,"Please choose the correct option from the following: ""What is 126 plus 467?"" Options: A. 8, B. 27575, C. banana, D. 181, E. 593, F. 804, G. house. The answer is ","Please choose the first option from the following: ""What is 126 plus 467?"" Options: A. 8, B. 27575, C. banana, D. 181, E. 593, F. 804, G. house. The answer is ",,413,330
25,"Please choose the correct option from the following: ""What is 614 plus 966?"" Options: A. 8680, B. 33, C. 993522, D. 7126, E. 1580, F. house, G. banana. The answer is ","Please choose the first option from the following: ""What is 614 plus 966?"" Options: A. 8680, B. 33, C. 993522, D. 7126, E. 1580, F. house, G. banana. The answer is ",,413,330
26,"Please choose the correct option from the following: ""What is 496 plus 603?"" Options: A. 302647, B. 1099, C. 3253, D. 30, E. house, F. 8763, G. banana. The answer is ","Please choose the first option from the following: ""What is 496 plus 603?"" Options: A. 302647, B. 1099, C. 3253, D. 30, E. house, F. 8763, G. banana. The answer is ",,365,330
27,"Please choose the correct option from the following: ""What is 331 plus 133?"" Options: A. 518, B. 464, C. 882, D. house, E. 1, F. 45370, G. banana. The answer is ","Please choose the first option from the following: ""What is 331 plus 133?"" Options: A. 518, B. 464, C. 882, D. house, E. 1, F. 45370, G. banana. The answer is ",,365,330
28,"Please choose the correct option from the following: ""What is 522 plus 327?"" Options: A. 860, B. 787, C. house, D. 4, E. 849, F. banana, G. 36812. The answer is ","Please choose the first option from the following: ""What is 522 plus 327?"" Options: A. 860, B. 787, C. house, D. 4, E. 849, F. banana, G. 36812. The answer is ",,413,330
29,"Please choose the correct option from the following: ""What is 167 plus 281?"" Options: A. 549, B. house, C. 52584, D. 8, E. banana, F. 987, G. 448. The answer is ","Please choose the first option from the following: ""What is 167 plus 281?"" Options: A. 549, B. house, C. 52584, D. 8, E. banana, F. 987, G. 448. The answer is ",,420,330
30,"Please choose the correct option from the following: ""What is 987 plus 568?"" Options: A. house, B. 5043, C. 61, D. banana, E. 1555, F. 913920, G. 8005. The answer is ","Please choose the first option from the following: ""What is 987 plus 568?"" Options: A. house, B. 5043, C. 61, D. banana, E. 1555, F. 913920, G. 8005. The answer is ",,413,330
31,"Please choose the correct option from the following: ""What is 142 plus 722?"" Options: A. banana, B. 944, C. 7, D. 864, E. house, F. 852, G. 51012. The answer is ","Please choose the first option from the following: ""What is 142 plus 722?"" Options: A. banana, B. 944, C. 7, D. 864, E. house, F. 852, G. 51012. The answer is ",,384,330
32,"Please choose the correct option from the following: ""What is 503 plus 726?"" Options: A. 92, B. house, C. 9784, D. banana, E. 838315, F. 9605, G. 1229. The answer is ","Please choose the first option from the following: ""What is 503 plus 726?"" Options: A. 92, B. house, C. 9784, D. banana, E. 838315, F. 9605, G. 1229. The answer is ",,420,330
33,"Please choose the correct option from the following: ""What is 905 plus 139?"" Options: A. house, B. 67, C. 1044, D. 2791, E. 9530, F. 579094, G. banana. The answer is ","Please choose the first option from the following: ""What is 905 plus 139?"" Options: A. house, B. 67, C. 1044, D. 2791, E. 9530, F. 579094, G. banana. The answer is ",,334,330
34,"Please choose the correct option from the following: ""What is 946 plus 998?"" Options: A. banana, B. 1944, C. house, D. 5025, E. 663996, F. 1694, G. 76. The answer is ","Please choose the first option from the following: ""What is 946 plus 998?"" Options: A. banana, B. 1944, C. house, D. 5025, E. 663996, F. 1694, G. 76. The answer is ",,365,330
35,"Please choose the correct option from the following: ""What is 505 plus 852?"" Options: A. 7347, B. 902328, C. house, D. 1357, E. banana, F. 1643, G. 76. The answer is ","Please choose the first option from the following: ""What is 505 plus 852?"" Options: A. 7347, B. 902328, C. house, D. 1357, E. banana, F. 1643, G. 76. The answer is ",,384,330
36,"Please choose the correct option from the following: ""What is 745 plus 150?"" Options: A. 8, B. 294, C. 398, D. banana, E. 895, F. 62171, G. house. The answer is ","Please choose the first option from the following: ""What is 745 plus 150?"" Options: A. 8, B. 294, C. 398, D. banana, E. 895, F. 62171, G. house. The answer is ",,413,330
37,"Please choose the correct option from the following: ""What is 411 plus 892?"" Options: A. 8558, B. 542983, C. house, D. 5684, E. banana, F. 1303, G. 31. The answer is ","Please choose the first option from the following: ""What is 411 plus 892?"" Options: A. 8558, B. 542983, C. house, D. 5684, E. banana, F. 1303, G. 31. The answer is ",,401,330
38,"Please choose the correct option from the following: ""What is 401 plus 727?"" Options: A. banana, B. 9470, C. 586097, D. 28, E. 1893, F. 1128, G. house. The answer is ","Please choose the first option from the following: ""What is 401 plus 727?"" Options: A. banana, B. 9470, C. 586097, D. 28, E. 1893, F. 1128, G. house. The answer is ",,401,330
39,"Please choose the correct option from the following: ""What is 949 plus 761?"" Options: A. 218669, B. 74, C. 1710, D. 2481, E. house, F. 8400, G. banana. The answer is ","Please choose the first option from the following: ""What is 949 plus 761?"" Options: A. 218669, B. 74, C. 1710, D. 2481, E. house, F. 8400, G. banana. The answer is ",,334,330
40,"Please choose the correct option from the following: ""What is 284 plus 897?"" Options: A. banana, B. 1181, C. house, D. 3216, E. 9952, F. 533648, G. 60. The answer is ","Please choose the first option from the following: ""What is 284 plus 897?"" Options: A. banana, B. 1181, C. house, D. 3216, E. 9952, F. 533648, G. 60. The answer is ",,365,330
41,"Please choose the correct option from the following: ""What is 431 plus 561?"" Options: A. house, B. 87373, C. 125, D. 8, E. banana, F. 992, G. 283. The answer is ","Please choose the first option from the following: ""What is 431 plus 561?"" Options: A. house, B. 87373, C. 125, D. 8, E. banana, F. 992, G. 283. The answer is ",,401,330
42,"Please choose the correct option from the following: ""What is 829 plus 306?"" Options: A. house, B. 8449, C. 42, D. banana, E. 439817, F. 2477, G. 1135. The answer is ","Please choose the first option from the following: ""What is 829 plus 306?"" Options: A. house, B. 8449, C. 42, D. banana, E. 439817, F. 2477, G. 1135. The answer is ",,420,330
43,"Please choose the correct option from the following: ""What is 808 plus 764?"" Options: A. 21, B. house, C. 1572, D. 3024, E. 219710, F. banana, G. 3686. The answer is ","Please choose the first option from the following: ""What is 808 plus 764?"" Options: A. 21, B. house, C. 1572, D. 3024, E. 219710, F. banana, G. 3686. The answer is ",,334,330
44,"Please choose the correct option from the following: ""What is 823 plus 560?"" Options: A. banana, B. 1383, C. 2397, D. 6946, E. 841635, F. 77, G. house. The answer is ","Please choose the first option from the following: ""What is 823 plus 560?"" Options: A. banana, B. 1383, C. 2397, D. 6946, E. 841635, F. 77, G. house. The answer is ",,365,330
45,"Please choose the correct option from the following: ""What is 493 plus 844?"" Options: A. 58, B. 3619, C. 677079, D. house, E. banana, F. 1337, G. 9383. The answer is ","Please choose the first option from the following: ""What is 493 plus 844?"" Options: A. 58, B. 3619, C. 677079, D. house, E. banana, F. 1337, G. 9383. The answer is ",,401,330
46,"Please choose the correct option from the following: ""What is 489 plus 144?"" Options: A. house, B. 274, C. 84120, D. banana, E. 886, F. 6, G. 633. The answer is ","Please choose the first option from the following: ""What is 489 plus 144?"" Options: A. house, B. 274, C. 84120, D. banana, E. 886, F. 6, G. 633. The answer is ",,420,330
47,"Please choose the correct option from the following: ""What is 992 plus 775?"" Options: A. banana, B. 287555, C. 3656, D. house, E. 28, F. 3459, G. 1767. The answer is ","Please choose the first option from the following: ""What is 992 plus 775?"" Options: A. banana, B. 287555, C. 3656, D. house, E. 28, F. 3459, G. 1767. The answer is ",,420,330
48,"Please choose the correct option from the following: ""What is 887 plus 829?"" Options: A. 424553, B. 7874, C. banana, D. 49, E. 1840, F. 1716, G. house. The answer is ","Please choose the first option from the following: ""What is 887 plus 829?"" Options: A. 424553, B. 7874, C. banana, D. 49, E. 1840, F. 1716, G. house. The answer is ",,401,330
49,"Please choose the correct option from the following: ""What is 847 plus 887?"" Options: A. house, B. 8311, C. 1734, D. 5731, E. 289473, F. banana, G. 90. The answer is ","Please choose the first option from the following: ""What is 847 plus 887?"" Options: A. house, B. 8311, C. 1734, D. 5731, E. 289473, F. banana, G. 90. The answer is ",,334,330
50,"Please choose the correct option from the following: ""What is 220 plus 234?"" Options: A. 307, B. 5, C. 103, D. 11600, E. banana, F. house, G. 454. The answer is ","Please choose the first option from the following: ""What is 220 plus 234?"" Options: A. 307, B. 5, C. 103, D. 11600, E. banana, F. house, G. 454. The answer is ",,420,330
51,"Please choose the correct option from the following: ""What is 569 plus 609?"" Options: A. 737517, B. 9904, C. house, D. 9169, E. banana, F. 10, G. 1178. The answer is ","Please choose the first option from the following: ""What is 569 plus 609?"" Options: A. 737517, B. 9904, C. house, D. 9169, E. banana, F. 10, G. 1178. The answer is ",,420,330
52,"Please choose the correct option from the following: ""What is 605 plus 343?"" Options: A. 8, B. banana, C. 702, D. 948, E. 322, F. 69472, G. house. The answer is ","Please choose the first option from the following: ""What is 605 plus 343?"" Options: A. 8, B. banana, C. 702, D. 948, E. 322, F. 69472, G. house. The answer is ",,384,330
53,"Please choose the correct option from the following: ""What is 519 plus 552?"" Options: A. house, B. 1071, C. 2300, D. banana, E. 41, F. 673929, G. 1107. The answer is ","Please choose the first option from the following: ""What is 519 plus 552?"" Options: A. house, B. 1071, C. 2300, D. banana, E. 41, F. 673929, G. 1107. The answer is ",,365,330
54,"Please choose the correct option from the following: ""What is 384 plus 734?"" Options: A. house, B. 33, C. 255457, D. banana, E. 4401, F. 1118, G. 1801. The answer is ","Please choose the first option from the following: ""What is 384 plus 734?"" Options: A. house, B. 33, C. 255457, D. banana, E. 4401, F. 1118, G. 1801. The answer is ",,401,330
55,"Please choose the correct option from the following: ""What is 156 plus 768?"" Options: A. 14250, B. 3, C. 457, D. house, E. 137, F. 924, G. banana. The answer is ","Please choose the first option from the following: ""What is 156 plus 768?"" Options: A. 14250, B. 3, C. 457, D. house, E. 137, F. 924, G. banana. The answer is ",,401,330
56,"Please choose the correct option from the following: ""What is 783 plus 691?"" Options: A. 1474, B. 21, C. 6424, D. banana, E. house, F. 151413, G. 5889. The answer is ","Please choose the first option from the following: ""What is 783 plus 691?"" Options: A. 1474, B. 21, C. 6424, D. banana, E. house, F. 151413, G. 5889. The answer is ",,330,330
57,"Please choose the correct option from the following: ""What is 211 plus 526?"" Options: A. house, B. 282, C. 90096, D. 265, E. 5, F. banana, G. 737. The answer is ","Please choose the first option from the following: ""What is 211 plus 526?"" Options: A. house, B. 282, C. 90096, D. 265, E. 5, F. banana, G. 737. The answer is ",,420,330
58,"Please choose the correct option from the following: ""What is 776 plus 808?"" Options: A. 3906, B. 1584, C. house, D. 477685, E. 8460, F. banana, G. 84. The answer is ","Please choose the first option from the following: ""What is 776 plus 808?"" Options: A. 3906, B. 1584, C. house, D. 477685, E. 8460, F. banana, G. 84. The answer is ",,365,330
59,"Please choose the correct option from the following: ""What is 136 plus 195?"" Options: A. banana, B. house, C. 886, D. 331, E. 6, F. 406, G. 58309. The answer is ","Please choose the first option from the following: ""What is 136 plus 195?"" Options: A. banana, B. house, C. 886, D. 331, E. 6, F. 406, G. 58309. The answer is ",,384,330
60,"Please choose the correct option from the following: ""What is 488 plus 939?"" Options: A. 1427, B. 80, C. 2108, D. banana, E. house, F. 8001, G. 168079. The answer is ","Please choose the first option from the following: ""What is 488 plus 939?"" Options: A. 1427, B. 80, C. 2108, D. banana, E. house, F. 8001, G. 168079. The answer is ",,330,330
61,"Please choose the correct option from the following: ""What is 399 plus 582?"" Options: A. banana, B. 53150, C. 224, D. 981, E. house, F. 237, G. 5. The answer is ","Please choose the first option from the following: ""What is 399 plus 582?"" Options: A. banana, B. 53150, C. 224, D. 981, E. house, F. 237, G. 5. The answer is ",,384,330
62,"Please choose the correct option from the following: ""What is 639 plus 523?"" Options: A. 319205, B. banana, C. 4438, D. 1162, E. 99, F. house, G. 9595. The answer is ","Please choose the first option from the following: ""What is 639 plus 523?"" Options: A. 319205, B. banana, C. 4438, D. 1162, E. 99, F. house, G. 9595. The answer is ",,384,330
63,"Please choose the correct option from the following: ""What is 726 plus 159?"" Options: A. 685, B. 885, C. 9, D. 21491, E. 211, F. banana, G. house. The answer is ","Please choose the first option from the following: ""What is 726 plus 159?"" Options: A. 685, B. 885, C. 9, D. 21491, E. 211, F. banana, G. house. The answer is ",,365,330
64,"Please choose the correct option from the following: ""What is 595 plus 841?"" Options: A. 87, B. 7996, C. banana, D. house, E. 988980, F. 1436, G. 5705. The answer is ","Please choose the first option from the following: ""What is 595 plus 841?"" Options: A. 87, B. 7996, C. banana, D. house, E. 988980, F. 1436, G. 5705. The answer is ",,401,330
65,"Please choose the correct option from the following: ""What is 424 plus 365?"" Options: A. 638, B. 789, C. 688, D. banana, E. 27001, F. 6, G. house. The answer is ","Please choose the first option from the following: ""What is 424 plus 365?"" Options: A. 638, B. 789, C. 688, D. banana, E. 27001, F. 6, G. house. The answer is ",,365,330
66,"Please choose the correct option from the following: ""What is 729 plus 676?"" Options: A. house, B. 9514, C. 621919, D. 1405, E. 9132, F. banana, G. 90. The answer is ","Please choose the first option from the following: ""What is 729 plus 676?"" Options: A. house, B. 9514, C. 621919, D. 1405, E. 9132, F. banana, G. 90. The answer is ",,384,330
67,"Please choose the correct option from the following: ""What is 604 plus 927?"" Options: A. 1531, B. house, C. banana, D. 302957, E. 3947, F. 47, G. 4812. The answer is ","Please choose the first option from the following: ""What is 604 plus 927?"" Options: A. 1531, B. house, C. banana, D. 302957, E. 3947, F. 47, G. 4812. The answer is ",,330,330
68,"Please choose the correct option from the following: ""What is 101 plus 221?"" Options: A. 576, B. 322, C. 2, D. 37175, E. house, F. banana, G. 124. The answer is ","Please choose the first option from the following: ""What is 101 plus 221?"" Options: A. 576, B. 322, C. 2, D. 37175, E. house, F. banana, G. 124. The answer is ",,365,330
69,"Please choose the correct option from the following: ""What is 918 plus 730?"" Options: A. 15, B. house, C. banana, D. 7783, E. 450006, F. 7793, G. 1648. The answer is ","Please choose the first option from the following: ""What is 918 plus 730?"" Options: A. 15, B. house, C. banana, D. 7783, E. 450006, F. 7793, G. 1648. The answer is ",,420,330
70,"Please choose the correct option from the following: ""What is 458 plus 673?"" Options: A. banana, B. 1185, C. 310960, D. 91, E. 1131, F. house, G. 4478. The answer is ","Please choose the first option from the following: ""What is 458 plus 673?"" Options: A. banana, B. 1185, C. 310960, D. 91, E. 1131, F. house, G. 4478. The answer is ",,413,330
71,"Please choose the correct option from the following: ""What is 806 plus 388?"" Options: A. 2111, B. house, C. 414870, D. 49, E. 1194, F. banana, G. 5168. The answer is ","Please choose the first option from the following: ""What is 806 plus 388?"" Options: A. 2111, B. house, C. 414870, D. 49, E. 1194, F. banana, G. 5168. The answer is ",,413,330
72,"Please choose the correct option from the following: ""What is 618 plus 663?"" Options: A. banana, B. 819150, C. 6307, D. 1281, E. house, F. 1100, G. 24. The answer is ","Please choose the first option from the following: ""What is 618 plus 663?"" Options: A. banana, B. 819150, C. 6307, D. 1281, E. house, F. 1100, G. 24. The answer is ",,384,330
73,"Please choose the correct option from the following: ""What is 441 plus 449?"" Options: A. 841, B. 890, C. banana, D. 33020, E. 1, F. 505, G. house. The answer is ","Please choose the first option from the following: ""What is 441 plus 449?"" Options: A. 841, B. 890, C. banana, D. 33020, E. 1, F. 505, G. house. The answer is ",,365,330
74,"Please choose the correct option from the following: ""What is 298 plus 438?"" Options: A. 8, B. house, C. 72193, D. 446, E. 736, F. banana, G. 953. The answer is ","Please choose the first option from the following: ""What is 298 plus 438?"" Options: A. 8, B. house, C. 72193, D. 446, E. 736, F. banana, G. 953. The answer is ",,413,330
75,"Please choose the correct option from the following: ""What is 916 plus 136?"" Options: A. banana, B. 1052, C. 757667, D. 29, E. 8888, F. house, G. 3224. The answer is ","Please choose the first option from the following: ""What is 916 plus 136?"" Options: A. banana, B. 1052, C. 757667, D. 29, E. 8888, F. house, G. 3224. The answer is ",,365,330
76,"Please choose the correct option from the following: ""What is 571 plus 985?"" Options: A. house, B. 922072, C. 6490, D. 69, E. 9797, F. 1556, G. banana. The answer is ","Please choose the first option from the following: ""What is 571 plus 985?"" Options: A. house, B. 922072, C. 6490, D. 69, E. 9797, F. 1556, G. banana. The answer is ",,401,330
77,"Please choose the correct option from the following: ""What is 933 plus 523?"" Options: A. house, B. 1917, C. 1456, D. 48, E. 692385, F. 9537, G. banana. The answer is ","Please choose the first option from the following: ""What is 933 plus 523?"" Options: A. house, B. 1917, C. 1456, D. 48, E. 692385, F. 9537, G. banana. The answer is ",,334,330
78,"Please choose the correct option from the following: ""What is 842 plus 794?"" Options: A. 318379, B. 9779, C. house, D. banana, E. 1636, F. 6169, G. 12. The answer is ","Please choose the first option from the following: ""What is 842 plus 794?"" Options: A. 318379, B. 9779, C. house, D. banana, E. 1636, F. 6169, G. 12. The answer is ",,413,330
79,"Please choose the correct option from the following: ""What is 691 plus 801?"" Options: A. house, B. banana, C. 6434, D. 256557, E. 1492, F. 6793, G. 18. The answer is ","Please choose the first option from the following: ""What is 691 plus 801?"" Options: A. house, B. banana, C. 6434, D. 256557, E. 1492, F. 6793, G. 18. The answer is ",,413,330
80,"Please choose the correct option from the following: ""What is 387 plus 960?"" Options: A. 1347, B. banana, C. 756944, D. 58, E. 1510, F. 6556, G. house. The answer is ","Please choose the first option from the following: ""What is 387 plus 960?"" Options: A. 1347, B. banana, C. 756944, D. 58, E. 1510, F. 6556, G. house. The answer is ",,330,330
81,"Please choose the correct option from the following: ""What is 647 plus 962?"" Options: A. 724103, B. 3719, C. 33, D. house, E. banana, F. 7382, G. 1609. The answer is ","Please choose the first option from the following: ""What is 647 plus 962?"" Options: A. 724103, B. 3719, C. 33, D. house, E. banana, F. 7382, G. 1609. The answer is ",,420,330
82,"Please choose the correct option from the following: ""What is 219 plus 985?"" Options: A. 1204, B. banana, C. 6050, D. house, E. 6152, F. 384685, G. 14. The answer is ","Please choose the first option from the following: ""What is 219 plus 985?"" Options: A. 1204, B. banana, C. 6050, D. house, E. 6152, F. 384685, G. 14. The answer is ",,330,330
83,"Please choose the correct option from the following: ""What is 523 plus 188?"" Options: A. house, B. 998, C. 608, D. 58704, E. banana, F. 711, G. 4. The answer is ","Please choose the first option from the following: ""What is 523 plus 188?"" Options: A. house, B. 998, C. 608, D. 58704, E. banana, F. 711, G. 4. The answer is ",,401,330
84,"Please choose the correct option from the following: ""What is 562 plus 949?"" Options: A. 417003, B. house, C. 4541, D. banana, E. 5958, F. 1511, G. 77. The answer is ","Please choose the first option from the following: ""What is 562 plus 949?"" Options: A. 417003, B. house, C. 4541, D. banana, E. 5958, F. 1511, G. 77. The answer is ",,401,330
85,"Please choose the correct option from the following: ""What is 279 plus 214?"" Options: A. banana, B. 493, C. house, D. 36489, E. 903, F. 483, G. 1. The answer is ","Please choose the first option from the following: ""What is 279 plus 214?"" Options: A. banana, B. 493, C. house, D. 36489, E. 903, F. 483, G. 1. The answer is ",,365,330
86,"Please choose the correct option from the following: ""What is 194 plus 554?"" Options: A. 125, B. 8, C. banana, D. 748, E. 618, F. house, G. 75543. The answer is ","Please choose the first option from the following: ""What is 194 plus 554?"" Options: A. 125, B. 8, C. banana, D. 748, E. 618, F. house, G. 75543. The answer is ",,384,330
87,"Please choose the correct option from the following: ""What is 257 plus 294?"" Options: A. 551, B. 50679, C. 9, D. 448, E. 595, F. house, G. banana. The answer is ","Please choose the first option from the following: ""What is 257 plus 294?"" Options: A. 551, B. 50679, C. 9, D. 448, E. 595, F. house, G. banana. The answer is ",,330,330
88,"Please choose the correct option from the following: ""What is 894 plus 435?"" Options: A. 3347, B. banana, C. 2609, D. 1329, E. 809589, F. house, G. 76. The answer is ","Please choose the first option from the following: ""What is 894 plus 435?"" Options: A. 3347, B. banana, C. 2609, D. 1329, E. 809589, F. house, G. 76. The answer is ",,384,330
89,"Please choose the correct option from the following: ""What is 235 plus 310?"" Options: A. banana, B. 137, C. 841, D. house, E. 545, F. 60801, G. 8. The answer is ","Please choose the first option from the following: ""What is 235 plus 310?"" Options: A. banana, B. 137, C. 841, D. house, E. 545, F. 60801, G. 8. The answer is ",,413,330
90,"Please choose the correct option from the following: ""What is 830 plus 985?"" Options: A. 10, B. 1815, C. banana, D. house, E. 426087, F. 2897, G. 9558. The answer is ","Please choose the first option from the following: ""What is 830 plus 985?"" Options: A. 10, B. 1815, C. banana, D. house, E. 426087, F. 2897, G. 9558. The answer is ",,365,330
91,"Please choose the correct option from the following: ""What is 145 plus 803?"" Options: A. 53684, B. house, C. 948, D. 968, E. banana, F. 2, G. 708. The answer is ","Please choose the first option from the following: ""What is 145 plus 803?"" Options: A. 53684, B. house, C. 948, D. 968, E. banana, F. 2, G. 708. The answer is ",,334,330
92,"Please choose the correct option from the following: ""What is 578 plus 147?"" Options: A. 633, B. 725, C. banana, D. 205, E. 5, F. 12946, G. house. The answer is ","Please choose the first option from the following: ""What is 578 plus 147?"" Options: A. 633, B. 725, C. banana, D. 205, E. 5, F. 12946, G. house. The answer is ",,365,330
