,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
54,"Please choose the correct option from the following: ""What is 20 plus 70?"" Options: A. banana, B. 90, C. 12, D. 1, E. 79, F. house, G. 6733. The answer is ","Please choose the first option from the following: ""What is 20 plus 70?"" Options: A. banana, B. 90, C. 12, D. 1, E. 79, F. house, G. 6733. The answer is ",,365,330
55,"Please choose the correct option from the following: ""What is 38 plus 93?"" Options: A. house, B. 131, C. 14067, D. 170, E. banana, F. 899, G. 1. The answer is ","Please choose the first option from the following: ""What is 38 plus 93?"" Options: A. house, B. 131, C. 14067, D. 170, E. banana, F. 899, G. 1. The answer is ",,365,330
56,"Please choose the correct option from the following: ""What is 41 plus 35?"" Options: A. 4908, B. 89, C. 12, D. 3, E. 76, F. banana, G. house. The answer is ","Please choose the first option from the following: ""What is 41 plus 35?"" Options: A. 4908, B. 89, C. 12, D. 3, E. 76, F. banana, G. house. The answer is ",,413,330
57,"Please choose the correct option from the following: ""What is 26 plus 70?"" Options: A. 96, B. 4, C. banana, D. house, E. 8619, F. 95, G. 24. The answer is ","Please choose the first option from the following: ""What is 26 plus 70?"" Options: A. 96, B. 4, C. banana, D. house, E. 8619, F. 95, G. 24. The answer is ",,330,330
58,"Please choose the correct option from the following: ""What is 99 plus 42?"" Options: A. house, B. 89415, C. 3, D. 477, E. 885, F. 141, G. banana. The answer is ","Please choose the first option from the following: ""What is 99 plus 42?"" Options: A. house, B. 89415, C. 3, D. 477, E. 885, F. 141, G. banana. The answer is ",,401,330
59,"Please choose the correct option from the following: ""What is 87 plus 24?"" Options: A. 896, B. 938, C. house, D. 3, E. 50768, F. banana, G. 111. The answer is ","Please choose the first option from the following: ""What is 87 plus 24?"" Options: A. 896, B. 938, C. house, D. 3, E. 50768, F. banana, G. 111. The answer is ",,420,330
60,"Please choose the correct option from the following: ""What is 23 plus 84?"" Options: A. banana, B. 61990, C. 126, D. 419, E. house, F. 7, G. 107. The answer is ","Please choose the first option from the following: ""What is 23 plus 84?"" Options: A. banana, B. 61990, C. 126, D. 419, E. house, F. 7, G. 107. The answer is ",,420,330
61,"Please choose the correct option from the following: ""What is 35 plus 19?"" Options: A. banana, B. 85, C. 2669, D. house, E. 98, F. 4, G. 54. The answer is ","Please choose the first option from the following: ""What is 35 plus 19?"" Options: A. banana, B. 85, C. 2669, D. house, E. 98, F. 4, G. 54. The answer is ",,420,330
62,"Please choose the correct option from the following: ""What is 99 plus 48?"" Options: A. 2, B. 970, C. house, D. 800, E. 84177, F. banana, G. 147. The answer is ","Please choose the first option from the following: ""What is 99 plus 48?"" Options: A. 2, B. 970, C. house, D. 800, E. 84177, F. banana, G. 147. The answer is ",,420,330
63,"Please choose the correct option from the following: ""What is 15 plus 54?"" Options: A. 69, B. 78, C. 6, D. house, E. banana, F. 2129, G. 64. The answer is ","Please choose the first option from the following: ""What is 15 plus 54?"" Options: A. 69, B. 78, C. 6, D. house, E. banana, F. 2129, G. 64. The answer is ",,330,330
64,"Please choose the correct option from the following: ""What is 74 plus 92?"" Options: A. 166, B. banana, C. 112, D. 7, E. house, F. 449, G. 74251. The answer is ","Please choose the first option from the following: ""What is 74 plus 92?"" Options: A. 166, B. banana, C. 112, D. 7, E. house, F. 449, G. 74251. The answer is ",,330,330
65,"Please choose the correct option from the following: ""What is 23 plus 65?"" Options: A. 91, B. 88, C. banana, D. 56, E. 3506, F. house, G. 8. The answer is ","Please choose the first option from the following: ""What is 23 plus 65?"" Options: A. 91, B. 88, C. banana, D. 56, E. 3506, F. house, G. 8. The answer is ",,365,330
66,"Please choose the correct option from the following: ""What is 65 plus 32?"" Options: A. 5, B. banana, C. 97, D. 93, E. 9817, F. 76, G. house. The answer is ","Please choose the first option from the following: ""What is 65 plus 32?"" Options: A. 5, B. banana, C. 97, D. 93, E. 9817, F. 76, G. house. The answer is ",,334,330
67,"Please choose the correct option from the following: ""What is 71 plus 69?"" Options: A. 546, B. 945, C. 52245, D. house, E. 140, F. banana, G. 5. The answer is ","Please choose the first option from the following: ""What is 71 plus 69?"" Options: A. 546, B. 945, C. 52245, D. house, E. 140, F. banana, G. 5. The answer is ",,413,330
68,"Please choose the correct option from the following: ""What is 41 plus 21?"" Options: A. house, B. 45, C. 67, D. banana, E. 8613, F. 62, G. 4. The answer is ","Please choose the first option from the following: ""What is 41 plus 21?"" Options: A. house, B. 45, C. 67, D. banana, E. 8613, F. 62, G. 4. The answer is ",,401,330
69,"Please choose the correct option from the following: ""What is 82 plus 88?"" Options: A. 488, B. 13761, C. 170, D. banana, E. house, F. 784, G. 6. The answer is ","Please choose the first option from the following: ""What is 82 plus 88?"" Options: A. 488, B. 13761, C. 170, D. banana, E. house, F. 784, G. 6. The answer is ",,334,330
70,"Please choose the correct option from the following: ""What is 73 plus 51?"" Options: A. 56507, B. house, C. 4, D. 286, E. 599, F. 124, G. banana. The answer is ","Please choose the first option from the following: ""What is 73 plus 51?"" Options: A. 56507, B. house, C. 4, D. 286, E. 599, F. 124, G. banana. The answer is ",,401,330
71,"Please choose the correct option from the following: ""What is 43 plus 53?"" Options: A. 96, B. 45, C. 5, D. 86, E. banana, F. 1166, G. house. The answer is ","Please choose the first option from the following: ""What is 43 plus 53?"" Options: A. 96, B. 45, C. 5, D. 86, E. banana, F. 1166, G. house. The answer is ",,330,330
72,"Please choose the correct option from the following: ""What is 76 plus 34?"" Options: A. 74038, B. 7, C. house, D. banana, E. 187, F. 110, G. 347. The answer is ","Please choose the first option from the following: ""What is 76 plus 34?"" Options: A. 74038, B. 7, C. house, D. banana, E. 187, F. 110, G. 347. The answer is ",,401,330
73,"Please choose the correct option from the following: ""What is 81 plus 40?"" Options: A. house, B. banana, C. 587, D. 68743, E. 121, F. 807, G. 8. The answer is ","Please choose the first option from the following: ""What is 81 plus 40?"" Options: A. house, B. banana, C. 587, D. 68743, E. 121, F. 807, G. 8. The answer is ",,413,330
74,"Please choose the correct option from the following: ""What is 12 plus 21?"" Options: A. 33, B. house, C. 38, D. 7, E. banana, F. 4986, G. 47. The answer is ","Please choose the first option from the following: ""What is 12 plus 21?"" Options: A. 33, B. house, C. 38, D. 7, E. banana, F. 4986, G. 47. The answer is ",,330,330
75,"Please choose the correct option from the following: ""What is 49 plus 94?"" Options: A. banana, B. house, C. 695, D. 143, E. 82544, F. 8, G. 477. The answer is ","Please choose the first option from the following: ""What is 49 plus 94?"" Options: A. banana, B. house, C. 695, D. 143, E. 82544, F. 8, G. 477. The answer is ",,384,330
76,"Please choose the correct option from the following: ""What is 77 plus 54?"" Options: A. banana, B. 53357, C. 535, D. 131, E. 863, F. house, G. 9. The answer is ","Please choose the first option from the following: ""What is 77 plus 54?"" Options: A. banana, B. 53357, C. 535, D. 131, E. 863, F. house, G. 9. The answer is ",,384,330
77,"Please choose the correct option from the following: ""What is 55 plus 99?"" Options: A. 377, B. 564, C. banana, D. 42951, E. 154, F. 5, G. house. The answer is ","Please choose the first option from the following: ""What is 55 plus 99?"" Options: A. 377, B. 564, C. banana, D. 42951, E. 154, F. 5, G. house. The answer is ",,413,330
78,"Please choose the correct option from the following: ""What is 39 plus 25?"" Options: A. 50, B. house, C. 2, D. 34, E. banana, F. 9779, G. 64. The answer is ","Please choose the first option from the following: ""What is 39 plus 25?"" Options: A. 50, B. house, C. 2, D. 34, E. banana, F. 9779, G. 64. The answer is ",,420,330
79,"Please choose the correct option from the following: ""What is 98 plus 33?"" Options: A. 321, B. house, C. 131, D. 296, E. banana, F. 8, G. 46241. The answer is ","Please choose the first option from the following: ""What is 98 plus 33?"" Options: A. 321, B. house, C. 131, D. 296, E. banana, F. 8, G. 46241. The answer is ",,334,330
80,"Please choose the correct option from the following: ""What is 85 plus 77?"" Options: A. 35443, B. house, C. 711, D. 2, E. banana, F. 162, G. 389. The answer is ","Please choose the first option from the following: ""What is 85 plus 77?"" Options: A. 35443, B. house, C. 711, D. 2, E. banana, F. 162, G. 389. The answer is ",,401,330
81,"Please choose the correct option from the following: ""What is 47 plus 39?"" Options: A. banana, B. 1231, C. 5, D. house, E. 56, F. 86, G. 32. The answer is ","Please choose the first option from the following: ""What is 47 plus 39?"" Options: A. banana, B. 1231, C. 5, D. house, E. 56, F. 86, G. 32. The answer is ",,401,330
82,"Please choose the correct option from the following: ""What is 78 plus 26?"" Options: A. 104, B. banana, C. 146, D. 1, E. house, F. 82529, G. 380. The answer is ","Please choose the first option from the following: ""What is 78 plus 26?"" Options: A. 104, B. banana, C. 146, D. 1, E. house, F. 82529, G. 380. The answer is ",,330,330
83,"Please choose the correct option from the following: ""What is 47 plus 99?"" Options: A. 23446, B. 146, C. 753, D. banana, E. 229, F. 8, G. house. The answer is ","Please choose the first option from the following: ""What is 47 plus 99?"" Options: A. 23446, B. 146, C. 753, D. banana, E. 229, F. 8, G. house. The answer is ",,365,330
84,"Please choose the correct option from the following: ""What is 11 plus 83?"" Options: A. 46, B. house, C. 8, D. 70, E. 8216, F. 94, G. banana. The answer is ","Please choose the first option from the following: ""What is 11 plus 83?"" Options: A. 46, B. house, C. 8, D. 70, E. 8216, F. 94, G. banana. The answer is ",,401,330
85,"Please choose the correct option from the following: ""What is 53 plus 33?"" Options: A. 16, B. 2869, C. house, D. 8, E. banana, F. 86, G. 42. The answer is ","Please choose the first option from the following: ""What is 53 plus 33?"" Options: A. 16, B. 2869, C. house, D. 8, E. banana, F. 86, G. 42. The answer is ",,401,330
86,"Please choose the correct option from the following: ""What is 18 plus 61?"" Options: A. 19, B. banana, C. 1, D. 72, E. 3485, F. house, G. 79. The answer is ","Please choose the first option from the following: ""What is 18 plus 61?"" Options: A. 19, B. banana, C. 1, D. 72, E. 3485, F. house, G. 79. The answer is ",,420,330
87,"Please choose the correct option from the following: ""What is 29 plus 82?"" Options: A. 4, B. 187, C. 411, D. banana, E. 25525, F. house, G. 111. The answer is ","Please choose the first option from the following: ""What is 29 plus 82?"" Options: A. 4, B. 187, C. 411, D. banana, E. 25525, F. house, G. 111. The answer is ",,420,330
88,"Please choose the correct option from the following: ""What is 81 plus 63?"" Options: A. banana, B. 78494, C. house, D. 4, E. 720, F. 710, G. 144. The answer is ","Please choose the first option from the following: ""What is 81 plus 63?"" Options: A. banana, B. 78494, C. house, D. 4, E. 720, F. 710, G. 144. The answer is ",,420,330
89,"Please choose the correct option from the following: ""What is 58 plus 67?"" Options: A. 50026, B. banana, C. 7, D. house, E. 404, F. 553, G. 125. The answer is ","Please choose the first option from the following: ""What is 58 plus 67?"" Options: A. 50026, B. banana, C. 7, D. house, E. 404, F. 553, G. 125. The answer is ",,420,330
90,"Please choose the correct option from the following: ""What is 82 plus 89?"" Options: A. 171, B. banana, C. 37235, D. 161, E. house, F. 2, G. 724. The answer is ","Please choose the first option from the following: ""What is 82 plus 89?"" Options: A. 171, B. banana, C. 37235, D. 161, E. house, F. 2, G. 724. The answer is ",,330,330
91,"Please choose the correct option from the following: ""What is 90 plus 37?"" Options: A. banana, B. 127, C. 2, D. 776, E. house, F. 370, G. 30585. The answer is ","Please choose the first option from the following: ""What is 90 plus 37?"" Options: A. banana, B. 127, C. 2, D. 776, E. house, F. 370, G. 30585. The answer is ",,365,330
92,"Please choose the correct option from the following: ""What is 40 plus 32?"" Options: A. banana, B. 72, C. 3, D. 80, E. 1043, F. house, G. 19. The answer is ","Please choose the first option from the following: ""What is 40 plus 32?"" Options: A. banana, B. 72, C. 3, D. 80, E. 1043, F. house, G. 19. The answer is ",,365,330
93,"Please choose the correct option from the following: ""What is 62 plus 67?"" Options: A. 129, B. 708, C. house, D. 48175, E. 8, F. 805, G. banana. The answer is ","Please choose the first option from the following: ""What is 62 plus 67?"" Options: A. 129, B. 708, C. house, D. 48175, E. 8, F. 805, G. banana. The answer is ",,330,330
94,"Please choose the correct option from the following: ""What is 14 plus 39?"" Options: A. banana, B. 53, C. 46, D. 2166, E. house, F. 8. The answer is ","Please choose the first option from the following: ""What is 14 plus 39?"" Options: A. banana, B. 53, C. 46, D. 2166, E. house, F. 8. The answer is ",,365,330
