,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
97,( True and ( not True ) ) and ( False and ( False or False ) ) is,( False and ( not False ) ) and ( True and ( True or True ) ) is,,8250,8250
98,( False or ( False and False ) ) and ( False and False ) is,( True or ( True and True ) ) and ( True and True ) is,,8250,8250
99,( True or False ) and ( ( False and True ) or True ) is,( False or True ) and ( ( True and False ) or False ) is,,6110,6110
100,( False and ( not True ) ) or ( True or True ) is,( True and ( not False ) ) or ( False or False ) is,,6110,6110
101,( ( False and True ) or True ) or ( not True ) is,( ( True and False ) or False ) or ( not False ) is,,6110,6110
102,( False or ( True and False ) ) or ( not ( not False ) ) is,( True or ( False and True ) ) or ( not ( not True ) ) is,,8250,8250
103,( False or ( False and True ) ) and ( not True ) is,( True or ( True and False ) ) and ( not False ) is,,8250,8250
104,( ( False or False ) and ( not True ) ) and False is,( ( True or True ) and ( not False ) ) and True is,,8250,8250
105,( True and False ) or ( not ( True or False ) ) is,( False and True ) or ( not ( False or True ) ) is,,8250,8250
106,( True and True ) and ( ( False and True ) and True ) is,( False and False ) and ( ( True and False ) and False ) is,,8250,8250
107,( ( False or False ) and False ) and ( not True ) is,( ( True or True ) and True ) and ( not False ) is,,8250,8250
108,( not ( not False ) ) or ( ( True or True ) and True ) is,( not ( not True ) ) or ( ( False or False ) and False ) is,,6110,6110
109,( False and ( True and False ) ) or ( not False ) is,( True and ( False and True ) ) or ( not True ) is,,6110,6110
110,( ( False and True ) or ( False or False ) ) or ( not False ) is,( ( True and False ) or ( True or True ) ) or ( not True ) is,,6110,6110
111,( True or ( True or True ) ) and ( False and ( not False ) ) is,( False or ( False or False ) ) and ( True and ( not True ) ) is,,8250,8250
112,( True and ( not False ) ) and ( not ( False or False ) ) is,( False and ( not True ) ) and ( not ( True or True ) ) is,,6110,6110
113,( ( True or False ) and ( False and True ) ) and False is,( ( False or True ) and ( True and False ) ) and True is,,8250,8250
114,( ( True or True ) and False ) or ( True and False ) is,( ( False or False ) and True ) or ( False and True ) is,,8250,8250
115,( True and True ) or ( True or ( True and True ) ) is,( False and False ) or ( False or ( False and False ) ) is,,6110,6110
116,( not True ) or ( ( True or False ) or ( True or True ) ) is,( not False ) or ( ( False or True ) or ( False or False ) ) is,,6110,6110
117,( ( True and False ) or True ) or ( not False ) is,( ( False and True ) or False ) or ( not True ) is,,6110,6110
118,( ( not False ) or True ) and False is,( ( not True ) or False ) and True is,,8250,8250
119,True or ( ( True and False ) and False ) is,False or ( ( False and True ) and True ) is,,6110,6110
120,( not ( not False ) ) or ( not ( False and True ) ) is,( not ( not True ) ) or ( not ( True and False ) ) is,,6110,6110
121,( ( False and True ) or True ) or ( False or False ) is,( ( True and False ) or False ) or ( True or True ) is,,6110,6110
122,( ( False and True ) or True ) or ( ( not True ) or ( False and False ) ) is,( ( True and False ) or False ) or ( ( not False ) or ( True and True ) ) is,,6110,6110
123,( ( True or False ) or ( not False ) ) or ( False and True ) is,( ( False or True ) or ( not True ) ) or ( True and False ) is,,6110,6110
124,( ( not False ) and False ) and ( True and ( not True ) ) is,( ( not True ) and True ) and ( False and ( not False ) ) is,,8250,8250
125,True or ( ( False and True ) or ( False or True ) ) is,False or ( ( True and False ) or ( True or False ) ) is,,6110,6110
126,False or ( ( False or False ) or ( True or False ) ) is,True or ( ( True or True ) or ( False or True ) ) is,,6110,6110
127,( not ( not False ) ) or ( not ( True and False ) ) is,( not ( not True ) ) or ( not ( False and True ) ) is,,6110,6110
128,( True or True ) and ( ( False and True ) and ( True and False ) ) is,( False or False ) and ( ( True and False ) and ( False and True ) ) is,,8250,8250
129,( ( False or False ) or False ) and ( False or True ) is,( ( True or True ) or True ) and ( True or False ) is,,8250,8250
130,( ( not True ) and True ) and ( ( True and False ) and ( False and False ) ) is,( ( not False ) and False ) and ( ( False and True ) and ( True and True ) ) is,,8250,8250
131,( ( not False ) and ( True and False ) ) and ( False and False ) is,( ( not True ) and ( False and True ) ) and ( True and True ) is,,8250,8250
132,( True and True ) or ( True and True ) is,( False and False ) or ( False and False ) is,,6110,6110
133,( False and True ) and ( ( False and True ) or True ) is,( True and False ) and ( ( True and False ) or False ) is,,8250,8250
134,( ( True or False ) and ( not True ) ) and ( ( not True ) or ( not True ) ) is,( ( False or True ) and ( not False ) ) and ( ( not False ) or ( not False ) ) is,,8250,8250
135,( ( False and False ) and True ) or ( True or True ) is,( ( True and True ) and False ) or ( False or False ) is,,6110,6110
136,( ( not True ) or ( True and True ) ) or False is,( ( not False ) or ( False and False ) ) or True is,,6110,6110
137,True and ( ( False or False ) or ( False or True ) ) is,False and ( ( True or True ) or ( True or False ) ) is,,6110,6110
138,( not ( True and False ) ) and ( True and ( True or False ) ) is,( not ( False and True ) ) and ( False and ( False or True ) ) is,,6110,6110
139,( False or ( True and False ) ) or ( ( False and True ) or False ) is,( True or ( False and True ) ) or ( ( True and False ) or True ) is,,8250,8250
140,True or ( ( True and True ) and True ) is,False or ( ( False and False ) and False ) is,,6110,6110
141,( ( not True ) and ( not True ) ) and ( not ( not True ) ) is,( ( not False ) and ( not False ) ) and ( not ( not False ) ) is,,8250,8250
142,False or ( ( False and True ) or ( not False ) ) is,True or ( ( True and False ) or ( not True ) ) is,,6110,6110
143,True and ( ( not True ) or ( False and True ) ) is,False and ( ( not False ) or ( True and False ) ) is,,8250,8250
144,( ( not True ) or False ) or ( ( not True ) and ( not False ) ) is,( ( not False ) or True ) or ( ( not False ) and ( not True ) ) is,,8250,8250
145,( not False ) and ( True or ( True and False ) ) is,( not True ) and ( False or ( False and True ) ) is,,6110,6110
146,( False and ( not False ) ) or ( False and ( False and False ) ) is,( True and ( not True ) ) or ( True and ( True and True ) ) is,,8250,8250
147,( False and False ) and ( not ( not True ) ) is,( True and True ) and ( not ( not False ) ) is,,8250,8250
148,( ( False or False ) and False ) and ( ( False and True ) and ( not False ) ) is,( ( True or True ) and True ) and ( ( True and False ) and ( not True ) ) is,,8250,8250
149,( ( not True ) or ( not True ) ) and ( False and True ) is,( ( not False ) or ( not False ) ) and ( True and False ) is,,8250,8250
150,( ( not True ) and ( not True ) ) or False is,( ( not False ) and ( not False ) ) or True is,,8250,8250
151,( ( False or False ) and True ) or ( not ( not True ) ) is,( ( True or True ) and False ) or ( not ( not False ) ) is,,6110,6110
152,( False or True ) and ( False and ( not True ) ) is,( True or False ) and ( True and ( not False ) ) is,,8250,8250
153,( ( False or False ) or True ) and ( True and True ) is,( ( True or True ) or False ) and ( False and False ) is,,6110,6110
154,( not ( True or False ) ) and True is,( not ( False or True ) ) and False is,,8250,8250
155,( False or False ) or ( ( False or False ) or False ) is,( True or True ) or ( ( True or True ) or True ) is,,8250,8250
156,( True and ( True or True ) ) and ( ( False and True ) and True ) is,( False and ( False or False ) ) and ( ( True and False ) and False ) is,,8250,8250
157,( not ( False or True ) ) and ( ( False or True ) and ( not True ) ) is,( not ( True or False ) ) and ( ( True or False ) and ( not False ) ) is,,8250,8250
158,( not False ) or ( ( not True ) and ( False or False ) ) is,( not True ) or ( ( not False ) and ( True or True ) ) is,,6110,6110
159,( True and False ) or ( not ( False or True ) ) is,( False and True ) or ( not ( True or False ) ) is,,8250,8250
160,( True and ( True and False ) ) or ( ( True and True ) and True ) is,( False and ( False and True ) ) or ( ( False and False ) and False ) is,,6110,6110
161,( ( True and True ) and ( not False ) ) or ( not ( False and False ) ) is,( ( False and False ) and ( not True ) ) or ( not ( True and True ) ) is,,6110,6110
162,( True and ( not False ) ) or ( not False ) is,( False and ( not True ) ) or ( not True ) is,,6110,6110
163,True and ( ( True or False ) or ( True and True ) ) is,False and ( ( False or True ) or ( False and False ) ) is,,6110,6110
164,( False and ( not False ) ) and ( True or True ) is,( True and ( not True ) ) and ( False or False ) is,,8250,8250
165,( ( True or False ) or ( True or False ) ) and ( True or True ) is,( ( False or True ) or ( False or True ) ) and ( False or False ) is,,6110,6110
166,( ( True or False ) and ( not False ) ) or ( False or ( True and True ) ) is,( ( False or True ) and ( not True ) ) or ( True or ( False and False ) ) is,,6110,6110
167,( ( False or True ) or False ) and ( not True ) is,( ( True or False ) or True ) and ( not False ) is,,8250,8250
168,True and ( ( False or False ) and ( False or False ) ) is,False and ( ( True or True ) and ( True or True ) ) is,,8250,8250
169,( ( not True ) or ( False and True ) ) and ( True and True ) is,( ( not False ) or ( True and False ) ) and ( False and False ) is,,8250,8250
170,( True and ( True and False ) ) or ( not ( True and True ) ) is,( False and ( False and True ) ) or ( not ( False and False ) ) is,,8250,8250
171,( ( False or True ) or True ) or ( not ( False and False ) ) is,( ( True or False ) or False ) or ( not ( True and True ) ) is,,6110,6110
172,( True and ( not True ) ) or True is,( False and ( not False ) ) or False is,,6110,6110
173,( ( True or True ) or ( True or False ) ) and ( not False ) is,( ( False or False ) or ( False or True ) ) and ( not True ) is,,6110,6110
174,( True or False ) and True is,( False or True ) and False is,,6110,6110
175,( True and False ) and ( not ( False or True ) ) is,( False and True ) and ( not ( True or False ) ) is,,8250,8250
176,( False or ( False or True ) ) or ( False or False ) is,( True or ( True or False ) ) or ( True or True ) is,,6110,6110
177,( False and ( not False ) ) and ( not False ) is,( True and ( not True ) ) and ( not True ) is,,8250,8250
178,True or ( ( True and True ) and False ) is,False or ( ( False and False ) and True ) is,,6110,6110
179,( ( True and False ) or ( True or True ) ) or False is,( ( False and True ) or ( False or False ) ) or True is,,6110,6110
180,( not ( True and False ) ) and ( not ( not True ) ) is,( not ( False and True ) ) and ( not ( not False ) ) is,,6110,6110
181,( not True ) and ( ( not False ) and ( True and True ) ) is,( not False ) and ( ( not True ) and ( False and False ) ) is,,8250,8250
182,True and ( ( False or False ) or False ) is,False and ( ( True or True ) or True ) is,,8250,8250
183,( ( False or False ) or ( not False ) ) and ( False or True ) is,( ( True or True ) or ( not True ) ) and ( True or False ) is,,6110,6110
184,( not ( True and True ) ) and ( True or False ) is,( not ( False and False ) ) and ( False or True ) is,,8250,8250
185,( not True ) or ( ( False and True ) or True ) is,( not False ) or ( ( True and False ) or False ) is,,6110,6110
186,( True or False ) or ( not ( False or True ) ) is,( False or True ) or ( not ( True or False ) ) is,,6110,6110
187,( ( not True ) and ( False and True ) ) or False is,( ( not False ) and ( True and False ) ) or True is,,8250,8250
188,( True and True ) and ( not ( False or True ) ) is,( False and False ) and ( not ( True or False ) ) is,,8250,8250
189,( False or False ) and ( True and ( not False ) ) is,( True or True ) and ( False and ( not True ) ) is,,8250,8250
190,( not True ) and ( False or ( True and False ) ) is,( not False ) and ( True or ( False and True ) ) is,,8250,8250
191,( False or ( False and False ) ) or ( not ( False and False ) ) is,( True or ( True and True ) ) or ( not ( True and True ) ) is,,6110,6110
192,( ( True or False ) and ( True or True ) ) and ( ( not False ) or False ) is,( ( False or True ) and ( False or False ) ) and ( ( not True ) or True ) is,,6110,6110
193,( ( True or False ) and True ) and True is,( ( False or True ) and False ) and False is,,6110,6110
194,( ( True or True ) and ( not False ) ) and True is,( ( False or False ) and ( not True ) ) and False is,,6110,6110
195,( not ( False or True ) ) and ( ( False and True ) or True ) is,( not ( True or False ) ) and ( ( True and False ) or False ) is,,8250,8250
196,( ( not True ) and ( False and False ) ) and ( False or ( not False ) ) is,( ( not False ) and ( True and True ) ) and ( True or ( not True ) ) is,,8250,8250
197,( False and ( False and True ) ) and ( not ( not False ) ) is,( True and ( True and False ) ) and ( not ( not True ) ) is,,8250,8250
198,( False or ( not True ) ) or ( False and False ) is,( True or ( not False ) ) or ( True and True ) is,,8250,8250
199,( True or True ) or ( False and ( True and True ) ) is,( False or False ) or ( True and ( False and False ) ) is,,6110,6110
200,( ( not True ) or True ) and ( not ( True and True ) ) is,( ( not False ) or False ) and ( not ( False and False ) ) is,,8250,8250
201,( False and True ) and ( ( False and False ) or True ) is,( True and False ) and ( ( True and True ) or False ) is,,8250,8250
202,( ( True and False ) and False ) or ( ( False and True ) and ( not False ) ) is,( ( False and True ) and True ) or ( ( True and False ) and ( not True ) ) is,,8250,8250
203,( not ( True and False ) ) and ( ( True and True ) and False ) is,( not ( False and True ) ) and ( ( False and False ) and True ) is,,8250,8250
204,( False and ( False or False ) ) and ( ( False or True ) or True ) is,( True and ( True or True ) ) and ( ( True or False ) or False ) is,,8250,8250
205,( not ( False and True ) ) or True is,( not ( True and False ) ) or False is,,6110,6110
206,( ( True or False ) or ( False or True ) ) and ( ( not True ) and False ) is,( ( False or True ) or ( True or False ) ) and ( ( not False ) and True ) is,,8250,8250
207,( ( True and False ) and True ) and ( True or False ) is,( ( False and True ) and False ) and ( False or True ) is,,8250,8250
208,( True and ( not False ) ) or ( False or ( not True ) ) is,( False and ( not True ) ) or ( True or ( not False ) ) is,,6110,6110
209,( True or ( not True ) ) or ( True or False ) is,( False or ( not False ) ) or ( False or True ) is,,6110,6110
210,( True or False ) or ( ( True and False ) or True ) is,( False or True ) or ( ( False and True ) or False ) is,,6110,6110
211,( ( not True ) and ( not False ) ) and ( True or True ) is,( ( not False ) and ( not True ) ) and ( False or False ) is,,8250,8250
212,( ( not False ) or True ) or ( ( not False ) and ( True or False ) ) is,( ( not True ) or False ) or ( ( not True ) and ( False or True ) ) is,,6110,6110
213,( True and True ) and ( ( False and True ) and False ) is,( False and False ) and ( ( True and False ) and True ) is,,8250,8250
214,( ( True or True ) or ( False and True ) ) or True is,( ( False or False ) or ( True and False ) ) or False is,,6110,6110
215,( not ( False and False ) ) and ( not True ) is,( not ( True and True ) ) and ( not False ) is,,8250,8250
216,( ( True and False ) and True ) and ( ( False and False ) or True ) is,( ( False and True ) and False ) and ( ( True and True ) or False ) is,,8250,8250
217,( not ( False and True ) ) or ( False and True ) is,( not ( True and False ) ) or ( True and False ) is,,6110,6110
218,( ( False and True ) and True ) and ( not ( not False ) ) is,( ( True and False ) and False ) and ( not ( not True ) ) is,,8250,8250
219,( ( not True ) and True ) and ( False and ( not True ) ) is,( ( not False ) and False ) and ( True and ( not False ) ) is,,8250,8250
220,( not ( not True ) ) or ( False or ( False and True ) ) is,( not ( not False ) ) or ( True or ( True and False ) ) is,,6110,6110
221,( not True ) and ( False and ( not False ) ) is,( not False ) and ( True and ( not True ) ) is,,8250,8250
222,( False or False ) and ( True or False ) is,( True or True ) and ( False or True ) is,,8250,8250
223,( True and ( not True ) ) or ( ( True or True ) and False ) is,( False and ( not False ) ) or ( ( False or False ) and True ) is,,8250,8250
224,( ( False and False ) and True ) or True is,( ( True and True ) and False ) or False is,,6110,6110
225,( ( False or False ) and ( True and False ) ) and False is,( ( True or True ) and ( False and True ) ) and True is,,8250,8250
226,( ( not True ) or ( False and True ) ) and ( False and True ) is,( ( not False ) or ( True and False ) ) and ( True and False ) is,,8250,8250
227,False and ( True and ( not True ) ) is,True and ( False and ( not False ) ) is,,8250,8250
228,( not ( False or False ) ) or ( False or ( not True ) ) is,( not ( True or True ) ) or ( True or ( not False ) ) is,,6110,6110
229,( ( not True ) or ( not True ) ) or False is,( ( not False ) or ( not False ) ) or True is,,8250,8250
230,( True or True ) or ( ( False or True ) and ( True and False ) ) is,( False or False ) or ( ( True or False ) and ( False and True ) ) is,,6110,6110
231,( False or True ) or ( not ( not False ) ) is,( True or False ) or ( not ( not True ) ) is,,6110,6110
232,( ( False and True ) and ( True or False ) ) or ( ( not False ) or ( not True ) ) is,( ( True and False ) and ( False or True ) ) or ( ( not True ) or ( not False ) ) is,,6110,6110
233,( False and False ) and ( True and ( False and False ) ) is,( True and True ) and ( False and ( True and True ) ) is,,8250,8250
234,( ( True or False ) or False ) and ( not True ) is,( ( False or True ) or True ) and ( not False ) is,,8250,8250
235,( ( not True ) and ( not False ) ) or ( not ( True or True ) ) is,( ( not False ) and ( not True ) ) or ( not ( False or False ) ) is,,8250,8250
236,False and ( True or ( False or False ) ) is,True and ( False or ( True or True ) ) is,,8250,8250
237,( ( True or True ) and False ) or ( False or ( not False ) ) is,( ( False or False ) and True ) or ( True or ( not True ) ) is,,6110,6110
238,( True and True ) and ( ( True or False ) or False ) is,( False and False ) and ( ( False or True ) or True ) is,,6110,6110
239,( True and ( False and True ) ) and False is,( False and ( True and False ) ) and True is,,8250,8250
240,( False and ( True and True ) ) or ( ( True or False ) and False ) is,( True and ( False and False ) ) or ( ( False or True ) and True ) is,,8250,8250
241,( ( False and True ) or False ) or ( not ( not False ) ) is,( ( True and False ) or True ) or ( not ( not True ) ) is,,8250,8250
242,( ( False and True ) or True ) or ( not ( False or True ) ) is,( ( True and False ) or False ) or ( not ( True or False ) ) is,,6110,6110
243,( False or ( not False ) ) and ( False and ( True or True ) ) is,( True or ( not True ) ) and ( True and ( False or False ) ) is,,8250,8250
244,( False or True ) or False is,( True or False ) or True is,,6110,6110
245,( ( not False ) or ( True and True ) ) or False is,( ( not True ) or ( False and False ) ) or True is,,6110,6110
246,( True or True ) or ( ( not False ) or ( False and False ) ) is,( False or False ) or ( ( not True ) or ( True and True ) ) is,,6110,6110
247,( not True ) and ( ( True or False ) and False ) is,( not False ) and ( ( False or True ) and True ) is,,8250,8250
